ex_ID,ex_Date,ex_Type,ex_DurationMin,ex_TotalMarks,ex_PassGrade,cou_ID
2391,5/23/2011,Written,60,120,72,348
2392,4/10/1997,Written,120,10,6,271
2393,3/28/2017,Multi Choice,30,10,6,299
2394,10/24/2004,Multi Choice,180,10,6,302
2395,12/11/2000,Multi Choice,40,120,72,194
2396,11/27/2018,Written,90,10,6,277
2397,1/27/2000,Project Based,180,10,6,236
2398,11/29/2006,Project Based,40,30,18,199
2399,10/13/1995,Multi Choice,120,10,6,154
2400,2/21/2019,Written,180,100,60,292
2401,10/27/2011,Multi Choice,40,100,60,259
2402,6/24/1999,Written,40,120,72,165
2403,10/19/2000,Written,30,10,6,72
2404,5/16/2002,Project Based,40,50,30,28
2405,5/30/2003,Multi Choice,20,30,18,52
2406,4/16/2022,Multi Choice,90,100,60,176
2407,6/17/2002,Multi Choice,60,10,6,240
2408,5/22/2002,Multi Choice,20,50,30,28
2409,6/30/2000,Written,60,50,30,205
2410,1/25/2020,Written,90,30,18,266
2411,5/13/2008,Multi Choice,40,100,60,13
2412,6/13/2008,Multi Choice,40,50,30,270
2413,1/6/2004,Multi Choice,180,30,18,306
2414,12/17/2006,Multi Choice,30,100,60,86
2415,10/30/2003,Project Based,180,30,18,141
2416,1/25/2004,Project Based,40,10,6,282
2417,6/1/1998,Multi Choice,60,30,18,176
2418,10/22/2008,Project Based,120,10,6,116
2419,1/4/1996,Multi Choice,20,10,6,154
2420,6/29/2002,Project Based,40,50,30,342
2421,4/16/2023,Multi Choice,20,50,30,325
2422,3/18/2015,Multi Choice,30,10,6,17
2423,11/13/2006,Multi Choice,20,120,72,6
2424,3/26/2005,Project Based,20,50,30,327
2425,12/20/2013,Multi Choice,20,100,60,5
2426,3/30/2025,Written,120,30,18,258
2427,2/6/2022,Written,90,30,18,331
2428,6/11/2000,Written,20,50,30,305
2429,6/26/1998,Multi Choice,90,30,18,250
2430,12/29/2000,Project Based,180,10,6,186
2431,4/18/2022,Written,120,120,72,190
2432,3/4/2007,Multi Choice,30,100,60,241
2433,1/4/2003,Written,60,50,30,77
2434,2/18/2021,Multi Choice,60,100,60,109
2435,1/13/2012,Project Based,30,50,30,44
2436,11/4/2000,Project Based,20,120,72,143
2437,10/10/2023,Project Based,30,10,6,222
2438,5/2/2017,Project Based,180,10,6,25
2439,2/2/1999,Written,60,10,6,236
2440,12/9/2014,Written,120,120,72,213
2441,3/17/2007,Project Based,90,100,60,341
2442,3/2/2003,Written,30,10,6,91
2443,10/21/2009,Project Based,30,30,18,36
2444,1/8/2024,Multi Choice,60,50,30,23
2445,10/7/1998,Written,20,30,18,119
2446,12/2/2021,Written,30,100,60,176
2447,2/1/2003,Multi Choice,20,120,72,322
2448,10/14/2009,Project Based,90,100,60,288
2449,11/23/2003,Project Based,20,30,18,98
2450,12/17/2007,Written,120,50,30,169
2451,5/15/2004,Project Based,90,10,6,149
2452,5/8/2025,Multi Choice,180,100,60,10
2453,6/5/2001,Multi Choice,60,10,6,304
2454,4/15/2025,Multi Choice,120,10,6,337
2455,5/11/2002,Multi Choice,120,120,72,235
2456,5/21/2002,Multi Choice,40,100,60,285
2457,4/27/2000,Multi Choice,40,50,30,81
2458,6/28/2019,Multi Choice,60,30,18,98
2459,2/2/2021,Written,30,50,30,226
2460,6/21/1997,Multi Choice,60,10,6,321
2461,2/4/1996,Written,120,120,72,106
2462,2/18/2015,Project Based,30,120,72,228
2463,1/23/2026,Project Based,30,30,18,305
2464,10/4/2000,Written,120,10,6,23
2465,10/12/2000,Written,180,30,18,132
2466,12/22/1997,Multi Choice,180,120,72,334
2467,1/1/2005,Project Based,180,10,6,60
2468,5/7/2013,Written,60,120,72,299
2469,4/25/2010,Multi Choice,40,120,72,152
2470,11/18/2000,Multi Choice,180,120,72,165
2471,4/4/2009,Written,20,120,72,273
2472,4/23/1997,Multi Choice,120,30,18,139
2473,10/23/2011,Project Based,120,100,60,115
2474,10/9/2006,Written,90,120,72,129
2475,2/9/2009,Multi Choice,40,50,30,121
2476,4/9/2026,Written,60,100,60,27
2477,3/15/2007,Project Based,180,120,72,24
2478,3/30/1996,Written,180,30,18,293
2479,1/9/1999,Written,30,100,60,217
2480,3/7/2003,Written,60,10,6,292
2481,6/25/2005,Multi Choice,30,30,18,189
2482,5/17/2010,Written,40,30,18,4
2483,6/18/2007,Multi Choice,60,30,18,289
2484,1/12/1998,Multi Choice,30,10,6,247
2485,10/19/2000,Multi Choice,60,10,6,238
2486,12/16/2004,Written,180,50,30,15
2487,10/4/2005,Project Based,20,120,72,280
2488,1/4/2012,Project Based,120,50,30,194
2489,11/23/1997,Written,120,30,18,154
2490,4/10/2009,Multi Choice,20,10,6,184
2491,5/20/2016,Written,180,120,72,114
2492,4/3/2008,Multi Choice,180,30,18,111
2493,5/29/1996,Written,180,10,6,135
2494,4/29/1996,Multi Choice,20,100,60,209
2495,2/15/2005,Multi Choice,60,120,72,17
2496,3/18/2016,Project Based,30,10,6,141
2497,4/12/2013,Multi Choice,40,50,30,215
2498,12/25/2011,Project Based,30,10,6,209
2499,2/14/2004,Multi Choice,180,120,72,54
2500,2/24/2005,Written,120,50,30,22
2501,2/17/2000,Multi Choice,40,10,6,275
2502,1/17/2021,Multi Choice,90,120,72,94
2503,4/23/2012,Multi Choice,90,50,30,72
2504,2/12/1999,Project Based,40,120,72,102
2505,1/28/2018,Multi Choice,30,30,18,41
2506,1/28/1997,Multi Choice,60,10,6,81
2507,4/8/2002,Multi Choice,120,50,30,225
2508,11/16/2024,Multi Choice,20,30,18,74
2509,1/1/2018,Written,180,100,60,107
2510,10/23/2015,Project Based,120,50,30,277
2511,10/24/2008,Written,30,10,6,297
2512,10/7/1996,Project Based,60,50,30,130
2513,4/28/2019,Written,20,100,60,17
2514,12/3/2012,Project Based,90,10,6,139
2515,12/14/2004,Project Based,180,10,6,309
2516,12/24/1995,Project Based,90,30,18,332
2517,3/1/2002,Project Based,40,100,60,36
2518,11/16/2017,Written,30,120,72,24
2519,4/17/1996,Written,30,10,6,194
2520,5/14/2018,Written,90,10,6,116
2521,4/8/1997,Written,30,100,60,28
2522,11/2/2006,Project Based,20,30,18,175
2523,6/23/2018,Multi Choice,20,30,18,313
2524,6/1/2011,Multi Choice,120,30,18,322
2525,12/8/2018,Multi Choice,40,120,72,293
2526,6/18/2014,Project Based,40,10,6,277
2527,10/13/1995,Multi Choice,20,30,18,151
2528,5/10/2020,Written,40,30,18,25
2529,6/13/2003,Written,60,10,6,221
2530,5/8/2007,Written,20,10,6,295
2531,5/2/2001,Multi Choice,20,50,30,238
2532,11/17/2020,Written,20,30,18,254
2533,10/21/1998,Written,120,120,72,101
2534,2/8/2010,Written,30,120,72,11
2535,3/31/2014,Project Based,30,100,60,285
2536,10/3/1996,Written,180,50,30,52
2537,6/1/2003,Multi Choice,40,50,30,267
2538,4/20/2004,Project Based,180,120,72,3
2539,5/14/2002,Multi Choice,180,30,18,308
2540,2/10/2011,Written,60,100,60,301
2541,10/21/2004,Project Based,60,50,30,151
2542,11/29/2023,Project Based,30,100,60,210
2543,3/18/2004,Written,20,50,30,61
2544,11/1/1995,Project Based,180,50,30,334
2545,5/21/2016,Multi Choice,60,10,6,160
2546,3/2/2002,Multi Choice,40,10,6,221
2547,11/19/2003,Project Based,40,120,72,239
2548,4/7/2023,Written,40,120,72,268
2549,1/17/2022,Project Based,20,10,6,174
2550,3/27/2022,Project Based,20,120,72,75
2551,10/15/2007,Written,30,10,6,133
2552,5/11/2004,Written,120,120,72,259
2553,2/5/2012,Multi Choice,20,100,60,344
2554,5/11/2005,Multi Choice,20,120,72,219
2555,2/20/2012,Project Based,60,50,30,129
2556,4/8/2012,Written,60,120,72,211
2557,3/18/1996,Project Based,20,120,72,226
2558,2/29/2024,Written,120,100,60,338
2559,1/23/2001,Project Based,60,10,6,158
2560,10/24/2011,Project Based,30,50,30,212
2561,12/14/2020,Project Based,40,10,6,220
2562,4/17/2022,Project Based,30,10,6,287
2563,10/4/1999,Multi Choice,60,100,60,214
2564,11/21/2007,Written,30,100,60,306
2565,10/16/2011,Project Based,180,50,30,255
2566,10/9/2005,Written,180,120,72,259
2567,6/8/2014,Project Based,20,120,72,58
2568,6/15/2008,Project Based,20,10,6,141
2569,12/11/1997,Written,20,30,18,130
2570,1/11/2026,Multi Choice,20,100,60,193
2571,6/15/2001,Project Based,20,10,6,29
2572,5/31/1997,Multi Choice,30,50,30,216
2573,10/8/2003,Multi Choice,120,100,60,142
2574,10/2/2005,Written,30,10,6,104
2575,10/10/1996,Project Based,90,10,6,39
2576,10/2/2011,Written,40,10,6,290
2577,4/24/1997,Written,30,30,18,107
2578,3/19/1996,Written,30,30,18,303
2579,6/2/2018,Project Based,20,100,60,205
2580,11/21/2015,Project Based,30,30,18,346
2581,3/15/2008,Written,40,100,60,67
2582,4/10/2002,Project Based,120,100,60,165
2583,3/4/1996,Project Based,30,50,30,2
2584,1/20/1997,Written,30,10,6,181
2585,6/20/2024,Written,40,50,30,221
2586,4/16/2006,Project Based,180,30,18,275
2587,1/25/1998,Project Based,20,50,30,111
2588,6/2/1997,Written,90,100,60,147
2589,6/13/2011,Written,120,120,72,161
2590,10/3/2015,Project Based,120,50,30,280
2591,12/7/2005,Written,90,120,72,132
2592,2/18/2001,Written,60,100,60,86
2593,11/29/2008,Multi Choice,20,30,18,173
2594,4/20/2019,Multi Choice,60,50,30,165
2595,11/4/2015,Project Based,180,100,60,241
2596,6/7/2002,Multi Choice,120,120,72,194
2597,6/24/2017,Written,40,100,60,162
2598,6/29/2024,Project Based,60,120,72,44
2599,1/20/2018,Written,120,30,18,231
2600,6/18/2013,Project Based,40,100,60,120
2601,5/23/2006,Multi Choice,20,120,72,334
2602,3/2/2002,Written,40,120,72,32
2603,11/22/2014,Multi Choice,60,50,30,207
2604,3/23/2001,Project Based,30,10,6,96
2605,1/19/2021,Project Based,30,120,72,126
2606,11/14/1997,Multi Choice,180,10,6,202
2607,6/29/2022,Project Based,90,30,18,286
2608,2/19/2009,Written,180,30,18,250
2609,11/10/2021,Written,120,120,72,202
2610,12/25/2007,Multi Choice,180,30,18,212
2611,6/17/2017,Multi Choice,40,100,60,173
2612,12/21/2000,Multi Choice,120,50,30,343
2613,6/10/2002,Multi Choice,60,50,30,252
2614,5/19/2005,Written,120,50,30,22
2615,11/14/2024,Project Based,180,30,18,289
2616,3/1/1999,Written,120,10,6,61
2617,3/27/1999,Multi Choice,180,10,6,118
2618,11/22/2013,Written,20,30,18,100
2619,5/7/2008,Project Based,40,120,72,9
2620,10/15/2017,Written,20,30,18,46
2621,5/26/2026,Multi Choice,60,100,60,131
2622,12/16/2005,Written,40,100,60,170
2623,1/21/2015,Written,60,10,6,133
2624,12/13/1996,Project Based,30,100,60,253
2625,1/17/2021,Multi Choice,180,50,30,213
2626,6/21/2009,Written,40,100,60,178
2627,1/4/2007,Project Based,60,30,18,262
2628,11/27/1998,Written,40,120,72,214
2629,3/26/2003,Project Based,120,100,60,120
2630,3/10/2007,Project Based,90,50,30,16
2631,12/20/2024,Multi Choice,60,100,60,196
2632,3/7/2013,Project Based,90,100,60,146
2633,12/8/2009,Project Based,60,30,18,200
2634,5/30/1998,Project Based,90,30,18,170
2635,4/22/1996,Project Based,30,30,18,85
2636,3/3/2002,Written,120,10,6,341
2637,11/14/2025,Written,90,120,72,255
2638,4/29/1998,Written,60,120,72,319
2639,5/16/1996,Project Based,90,100,60,14
2640,5/31/2001,Written,120,100,60,109
2641,5/3/2005,Written,40,50,30,155
2642,10/13/2010,Project Based,20,100,60,101
2643,2/5/2002,Project Based,90,10,6,114
2644,3/4/1997,Multi Choice,180,120,72,300
2645,4/3/1997,Project Based,90,120,72,341
2646,6/6/2009,Project Based,40,120,72,134
2647,11/25/2004,Project Based,180,10,6,194
2648,5/26/2007,Written,20,50,30,192
2649,1/1/2016,Multi Choice,40,10,6,155
2650,11/20/2021,Project Based,90,50,30,301
2651,5/12/2007,Written,120,120,72,47
2652,10/6/2017,Multi Choice,30,30,18,32
2653,10/5/2000,Multi Choice,20,50,30,172
2654,4/15/2001,Multi Choice,90,120,72,156
2655,12/3/2013,Multi Choice,180,120,72,285
2656,5/16/2022,Project Based,40,10,6,1
2657,1/2/2008,Project Based,20,10,6,230
2658,3/4/1999,Project Based,120,120,72,188
2659,2/9/2000,Project Based,30,30,18,71
2660,10/26/1998,Multi Choice,120,10,6,102
2661,10/17/1999,Written,30,10,6,271
2662,2/13/2016,Multi Choice,60,120,72,80
2663,4/26/1998,Multi Choice,60,50,30,102
2664,10/11/2002,Multi Choice,180,50,30,105
2665,12/19/2006,Written,40,10,6,88
2666,4/28/2006,Project Based,20,30,18,274
2667,5/10/2001,Project Based,180,50,30,202
2668,5/29/2025,Multi Choice,90,100,60,34
2669,1/19/1998,Written,30,30,18,65
2670,5/31/2003,Multi Choice,20,50,30,7
2671,1/14/2007,Project Based,20,10,6,277
2672,10/13/1998,Project Based,90,10,6,224
2673,4/20/2008,Multi Choice,180,50,30,296
2674,10/12/2007,Project Based,20,100,60,311
2675,4/1/2002,Written,20,10,6,99
2676,1/4/2001,Project Based,30,50,30,344
2677,3/10/2009,Multi Choice,120,10,6,17
2678,12/26/2015,Project Based,120,30,18,235
2679,6/24/2008,Project Based,90,50,30,183
2680,5/6/2007,Project Based,120,120,72,254
2681,6/1/2023,Project Based,20,30,18,309
2682,11/5/2009,Project Based,40,120,72,141
2683,11/20/2002,Written,40,50,30,242
2684,4/20/2026,Project Based,120,50,30,94
2685,11/24/2004,Written,40,10,6,197
2686,6/11/2006,Multi Choice,60,30,18,153
2687,5/25/2004,Multi Choice,90,50,30,267
2688,4/8/2024,Project Based,20,50,30,278
2689,11/1/2017,Written,60,120,72,161
2690,10/4/1996,Written,60,10,6,302
2691,2/14/1999,Multi Choice,180,50,30,237
2692,10/31/2013,Written,30,30,18,29
2693,6/2/2009,Project Based,180,30,18,49
2694,1/18/2003,Multi Choice,120,10,6,217
2695,3/15/2022,Written,180,10,6,86
2696,4/17/1996,Multi Choice,40,100,60,64
2697,6/12/1996,Project Based,20,50,30,349
2698,2/24/1997,Written,30,100,60,37
2699,4/13/2007,Project Based,20,10,6,214
2700,11/8/1996,Multi Choice,30,10,6,115
2701,3/24/2010,Written,90,30,18,86
2702,4/27/2010,Written,40,100,60,8
2703,4/9/2004,Written,60,30,18,300
2704,6/7/2012,Project Based,20,50,30,36
2705,2/22/2001,Project Based,30,50,30,125
2706,3/24/2021,Project Based,60,50,30,200
2707,6/4/1997,Project Based,180,120,72,171
2708,3/20/2020,Project Based,180,30,18,7
2709,3/9/2005,Written,20,10,6,277
2710,10/19/1997,Multi Choice,120,10,6,92
2711,4/21/2001,Written,30,10,6,134
2712,11/30/2017,Project Based,20,100,60,167
2713,5/19/2017,Multi Choice,40,120,72,334
2714,12/31/1999,Project Based,60,120,72,314
2715,11/9/2024,Multi Choice,90,30,18,11
2716,1/17/1996,Project Based,90,120,72,334
2717,6/7/1999,Written,60,30,18,183
2718,11/1/2014,Multi Choice,30,100,60,113
2719,12/3/1996,Multi Choice,90,50,30,144
2720,4/1/2001,Multi Choice,90,120,72,266
2721,11/14/1999,Written,30,10,6,201
2722,3/24/1998,Multi Choice,20,10,6,319
2723,6/13/2011,Written,20,30,18,37
2724,12/9/1997,Project Based,180,10,6,15
2725,6/27/2009,Written,90,10,6,221
2726,5/1/2011,Multi Choice,90,100,60,193
2727,4/8/1998,Project Based,90,120,72,90
2728,1/25/2010,Project Based,120,30,18,251
2729,5/3/2002,Written,60,30,18,119
2730,2/11/1998,Written,120,10,6,239
2731,2/13/1997,Project Based,90,100,60,272
2732,4/4/2020,Written,20,50,30,49
2733,5/31/1999,Project Based,20,10,6,281
2734,2/22/2014,Multi Choice,20,120,72,166
2735,3/7/2019,Project Based,40,50,30,30
2736,10/4/2016,Project Based,90,120,72,281
2737,12/23/2013,Project Based,20,10,6,206
2738,2/23/1999,Project Based,40,100,60,205
2739,4/29/2009,Written,30,10,6,164
2740,3/26/2010,Multi Choice,120,30,18,140
2741,1/16/2005,Written,40,50,30,349
2742,5/9/2026,Project Based,40,10,6,142
2743,2/24/2021,Project Based,40,120,72,124
2744,2/19/2021,Multi Choice,180,50,30,204
2745,10/27/2009,Project Based,90,50,30,58
2746,10/28/2016,Project Based,120,30,18,16
2747,4/8/2007,Multi Choice,90,50,30,64
2748,1/19/2006,Written,20,100,60,139
2749,12/25/2020,Multi Choice,90,120,72,346
2750,11/9/2018,Project Based,120,100,60,290
2751,2/14/1998,Multi Choice,120,50,30,26
2752,3/18/1997,Written,180,30,18,272
2753,2/2/2006,Multi Choice,20,100,60,186
2754,5/1/2001,Written,30,30,18,41
2755,4/27/1998,Project Based,90,10,6,14
2756,1/23/2019,Multi Choice,90,120,72,274
2757,2/3/2004,Multi Choice,20,100,60,83
2758,6/2/1997,Multi Choice,180,30,18,266
2759,5/24/2005,Written,120,50,30,305
2760,3/20/2012,Written,180,50,30,314
2761,5/28/1998,Multi Choice,120,50,30,136
2762,5/15/1999,Multi Choice,30,10,6,40
2763,5/25/2017,Written,20,10,6,266
2764,3/12/2001,Project Based,20,30,18,325
2765,4/6/1997,Written,120,10,6,184
2766,5/23/2011,Project Based,90,50,30,197
2767,7/1/2019,Written,120,30,18,210
2768,12/9/2015,Written,120,10,6,115
2769,1/15/2005,Written,120,10,6,73
2770,11/30/2017,Multi Choice,40,50,30,339
2771,10/31/2021,Project Based,120,10,6,221
2772,10/6/2005,Project Based,40,50,30,198
2773,12/10/2018,Written,90,120,72,280
2774,6/21/2003,Written,60,100,60,72
2775,3/31/2022,Project Based,40,100,60,114
2776,11/23/1995,Written,60,120,72,171
2777,3/20/2005,Written,90,30,18,97
2778,5/14/1997,Written,180,100,60,187
2779,5/19/2012,Written,90,50,30,59
2780,3/1/2024,Project Based,90,30,18,186
2781,10/8/1996,Multi Choice,20,100,60,1
2782,1/6/2002,Multi Choice,20,50,30,228
2783,5/10/2015,Project Based,60,30,18,161
2784,12/3/2006,Multi Choice,180,50,30,19
2785,10/3/2011,Written,60,50,30,194
2786,5/27/2002,Multi Choice,180,120,72,160
2787,6/18/2009,Project Based,120,100,60,165
2788,4/10/2004,Project Based,30,120,72,62
2789,11/26/2022,Project Based,120,100,60,115
2790,6/16/2002,Multi Choice,30,120,72,114
2791,4/14/2002,Project Based,120,50,30,65
2792,12/14/2014,Written,40,30,18,109
2793,3/10/2008,Project Based,60,50,30,266
2794,3/7/1998,Project Based,20,10,6,149
2795,10/22/2014,Project Based,120,30,18,76
2796,10/4/2015,Written,180,120,72,24
2797,5/16/2013,Multi Choice,60,120,72,159
2798,3/23/2000,Project Based,60,120,72,218
2799,5/15/2000,Written,120,10,6,276
2800,1/17/2020,Written,20,100,60,311
2801,2/4/2002,Multi Choice,20,10,6,125
2802,3/15/2003,Written,120,10,6,286
2803,1/1/1996,Written,180,50,30,96
2804,12/30/2009,Project Based,40,10,6,59
2805,1/21/2013,Multi Choice,180,30,18,174
2806,12/24/1996,Project Based,90,120,72,41
2807,11/11/2008,Project Based,60,10,6,18
2808,5/23/2024,Multi Choice,180,10,6,214
2809,11/14/2004,Written,90,50,30,76
2810,2/24/2000,Written,30,30,18,190
2811,5/22/2010,Written,20,50,30,49
2812,1/22/1996,Multi Choice,90,100,60,145
2813,3/13/2011,Multi Choice,180,10,6,289
2814,12/4/2008,Multi Choice,90,30,18,325
2815,4/21/1996,Written,20,120,72,28
2816,4/9/2023,Multi Choice,60,10,6,235
2817,4/22/2007,Multi Choice,180,10,6,70
2818,12/18/1997,Multi Choice,60,30,18,32
2819,4/27/1996,Written,20,10,6,116
2820,10/8/2009,Written,30,30,18,221
2821,4/6/2025,Multi Choice,90,120,72,49
2822,12/22/2002,Multi Choice,180,10,6,183
2823,12/13/2016,Written,20,120,72,111
2824,5/2/2018,Written,90,120,72,124
2825,1/14/2011,Multi Choice,30,120,72,332
2826,4/1/2013,Project Based,90,30,18,263
2827,12/26/2005,Multi Choice,180,120,72,222
2828,3/19/2018,Project Based,120,30,18,258
2829,1/6/2002,Written,40,120,72,159
2830,2/26/2018,Project Based,40,10,6,325
2831,4/22/2003,Written,40,120,72,216
2832,2/18/2000,Project Based,30,30,18,174
2833,12/2/2005,Project Based,40,10,6,98
2834,3/9/2022,Project Based,90,50,30,38
2835,12/22/2009,Written,20,100,60,276
2836,12/29/1996,Project Based,60,50,30,237
2837,1/31/2003,Multi Choice,120,50,30,117
2838,11/2/2016,Project Based,20,10,6,31
2839,5/8/2012,Multi Choice,20,120,72,223
2840,3/21/2001,Multi Choice,180,120,72,111
2841,10/31/2008,Project Based,20,100,60,130
2842,6/22/2012,Multi Choice,180,120,72,66
2843,12/23/2013,Written,90,30,18,51
2844,3/17/2010,Multi Choice,180,50,30,113
2845,6/21/1996,Written,20,100,60,150
2846,12/5/2002,Multi Choice,180,10,6,258
2847,3/30/2009,Project Based,60,100,60,102
2848,2/6/2023,Multi Choice,90,10,6,109
2849,1/7/2025,Written,180,30,18,124
2850,11/1/2004,Project Based,120,120,72,243
2851,6/5/2001,Project Based,90,100,60,335
2852,6/25/2025,Project Based,40,100,60,208
2853,11/18/2021,Project Based,30,30,18,27
2854,3/2/2000,Written,60,100,60,26
2855,4/12/2010,Multi Choice,180,100,60,20
2856,11/12/2009,Project Based,20,30,18,69
2857,3/2/2015,Project Based,90,30,18,127
2858,1/27/2013,Multi Choice,60,120,72,209
2859,5/6/2003,Multi Choice,180,120,72,43
2860,4/6/2010,Multi Choice,120,50,30,4
2861,2/11/2003,Project Based,30,100,60,301
2862,5/3/2002,Project Based,60,50,30,213
2863,12/22/2012,Project Based,20,100,60,192
2864,10/26/1999,Written,60,30,18,82
2865,3/31/2016,Written,30,30,18,47
2866,6/25/2006,Written,180,50,30,337
2867,10/4/2000,Multi Choice,20,100,60,295
2868,2/12/2018,Written,180,30,18,23
2869,12/21/1995,Multi Choice,120,10,6,25
2870,10/27/2013,Written,90,50,30,26
2871,12/4/1995,Written,60,100,60,117
2872,1/31/2015,Project Based,60,30,18,262
2873,3/15/2009,Written,30,50,30,155
2874,1/3/2007,Written,60,120,72,86
2875,11/30/2000,Multi Choice,20,30,18,349
2876,10/1/1997,Written,90,50,30,158
2877,1/12/2008,Project Based,180,50,30,45
2878,6/23/2015,Project Based,40,120,72,124
2879,6/17/1997,Project Based,180,100,60,293
2880,6/26/1999,Project Based,20,100,60,242
2881,5/25/1996,Multi Choice,120,100,60,219
2882,4/25/2015,Project Based,90,120,72,344
2883,6/10/2015,Multi Choice,60,120,72,122
2884,2/11/2004,Multi Choice,20,120,72,273
2885,6/21/1996,Written,90,50,30,13
2886,6/3/2000,Project Based,90,10,6,155
2887,12/31/2004,Project Based,30,50,30,53
2888,1/28/2001,Written,30,10,6,292
2889,5/15/1997,Written,120,30,18,174
2890,12/22/2007,Multi Choice,180,50,30,316
2891,11/1/2020,Project Based,40,50,30,250
2892,11/10/2005,Project Based,90,120,72,126
2893,12/20/2013,Written,90,100,60,125
2894,6/12/1998,Written,60,100,60,262
2895,3/29/2014,Project Based,180,120,72,111
2896,3/9/1996,Multi Choice,120,30,18,275
2897,5/6/2005,Written,90,30,18,122
2898,10/20/2005,Project Based,60,100,60,144
2899,11/18/2005,Project Based,180,120,72,206
2900,4/18/1997,Project Based,180,30,18,214
2901,12/30/2009,Project Based,60,30,18,349
2902,6/15/1997,Multi Choice,180,100,60,102
2903,6/17/1996,Written,60,30,18,243
2904,3/9/2002,Project Based,120,10,6,56
2905,1/21/1999,Multi Choice,30,100,60,341
2906,1/14/2013,Written,90,10,6,251
2907,11/4/2006,Multi Choice,20,50,30,56
2908,3/12/2001,Multi Choice,180,10,6,108
2909,10/16/2016,Project Based,60,120,72,227
2910,6/12/2010,Multi Choice,30,120,72,164
2911,3/23/2015,Project Based,20,120,72,124
2912,5/17/2001,Multi Choice,20,100,60,225
2913,12/1/2015,Multi Choice,30,30,18,244
2914,1/25/2008,Multi Choice,60,50,30,64
2915,10/29/2003,Multi Choice,40,120,72,290
2916,1/21/1997,Written,60,50,30,48
2917,11/15/1996,Project Based,90,30,18,143
2918,1/27/2015,Multi Choice,90,120,72,63
2919,10/3/2006,Multi Choice,90,50,30,22
2920,11/3/2008,Multi Choice,20,50,30,7
2921,2/16/2014,Written,30,10,6,73
2922,6/21/2010,Written,60,120,72,13
2923,10/4/1996,Written,60,120,72,164
2924,12/13/1999,Project Based,30,100,60,338
2925,12/10/2011,Multi Choice,90,50,30,106
2926,6/9/2018,Project Based,20,120,72,134
2927,2/1/1999,Multi Choice,90,100,60,68
2928,10/12/2006,Written,40,120,72,214
2929,4/13/2012,Written,120,10,6,285
2930,5/13/2024,Multi Choice,40,100,60,46
2931,5/15/2019,Project Based,180,50,30,31
2932,12/14/2023,Project Based,20,120,72,349
2933,6/10/2010,Project Based,120,120,72,308
2934,1/30/2014,Multi Choice,30,30,18,29
2935,4/14/2005,Written,60,10,6,252
2936,3/22/2001,Written,30,10,6,222
2937,4/23/2000,Written,40,30,18,268
2938,3/9/2024,Multi Choice,90,50,30,164
2939,11/23/1995,Project Based,120,10,6,176
2940,2/5/1997,Written,30,100,60,49
2941,6/21/2022,Project Based,30,50,30,194
2942,5/26/2004,Project Based,90,100,60,320
2943,6/7/2019,Multi Choice,20,50,30,44
2944,10/11/2025,Written,20,50,30,91
2945,1/6/2001,Written,40,100,60,158
2946,12/1/2018,Project Based,20,30,18,340
2947,2/3/2026,Multi Choice,120,10,6,185
2948,10/13/2022,Written,90,100,60,91
2949,4/30/1997,Written,90,30,18,152
2950,4/9/2009,Written,180,120,72,6
2951,3/30/2004,Multi Choice,60,50,30,104
2952,10/17/2017,Multi Choice,180,10,6,182
2953,12/7/2008,Multi Choice,90,10,6,343
2954,2/20/2001,Multi Choice,40,100,60,340
2955,12/29/1996,Written,30,120,72,283
2956,3/30/2005,Multi Choice,60,10,6,103
2957,4/17/2018,Written,120,30,18,121
2958,10/19/1998,Written,180,120,72,111
2959,4/28/2012,Multi Choice,40,30,18,186
2960,12/24/2001,Written,120,30,18,110
2961,4/15/2003,Written,60,120,72,253
2962,5/19/2003,Project Based,90,30,18,299
2963,6/22/2014,Written,40,120,72,97
2964,6/23/2014,Project Based,60,50,30,165
2965,3/3/2013,Project Based,40,50,30,224
2966,10/4/2000,Written,20,50,30,3
2967,11/3/2015,Project Based,90,10,6,314
2968,10/19/2007,Written,40,120,72,261
2969,4/29/1999,Multi Choice,40,30,18,310
2970,11/3/2007,Written,30,120,72,89
2971,6/27/2003,Multi Choice,30,50,30,236
2972,4/29/2016,Multi Choice,60,30,18,309
2973,1/24/2004,Multi Choice,20,30,18,127
2974,6/3/1998,Multi Choice,30,30,18,173
2975,11/5/2010,Project Based,60,10,6,72
2976,6/9/2007,Multi Choice,180,10,6,189
2977,3/17/1998,Multi Choice,20,100,60,221
2978,6/9/2014,Written,20,10,6,96
2979,11/8/2021,Multi Choice,120,100,60,119
2980,3/16/2016,Written,180,50,30,230
2981,2/1/2005,Written,40,120,72,144
2982,3/25/1996,Project Based,40,100,60,215
2983,3/14/2022,Multi Choice,40,100,60,210
2984,12/17/2002,Multi Choice,180,120,72,152
2985,11/8/1998,Multi Choice,90,10,6,169
2986,2/3/2003,Project Based,30,30,18,120
2987,12/23/2011,Multi Choice,180,100,60,310
2988,2/5/2002,Project Based,40,100,60,219
2989,6/11/2006,Multi Choice,40,30,18,268
2990,3/10/2005,Project Based,180,30,18,182
2991,12/16/2005,Project Based,20,10,6,144
2992,4/10/1996,Project Based,90,50,30,304
2993,1/5/1996,Multi Choice,180,120,72,305
2994,4/27/2010,Project Based,60,120,72,189
2995,5/21/1998,Multi Choice,180,10,6,323
2996,11/7/2011,Written,120,100,60,15
