gp_ID,gp_Name,gp_Score
2785,Sales Forecasting Tool,87.8
2786,Customer Feedback Analyzer,95.95
2787,Digital Quiz and Result Analyzer,88.62
2788,Inventory Management System,70.85
2789,Cloud-Based Test Management,97.5
2790,Automated Exam Management,77.18
2791,Employee Attendance Tracker,60.56
2792,E-Learning and Exam Platform,57.28
2793,Tourism Recommendation System,79.12
2794,Exam Result Prediction System,97.74
2795,Smart Parking System,55.84
2796,Logistics Optimization Platform,94.15
2797,Cloud-Based Test Management,83.7
2798,Restaurant Ordering System,98.33
2799,Cloud-Based Test Management,89.95
2800,Inventory Management System,89.78
2801,Online Examination System,93.27
2802,IoT Smart Home Controller,87.84
2803,Tourism Recommendation System,95.08
2804,Digital Quiz and Result Analyzer,94.22
2805,E-Learning and Exam Platform,69.72
2806,Social Media Analytics,91.82
2807,Sales Forecasting Tool,65.65
2808,Smart Parking System,59.59
2809,Smart Invigilation System,52.42
2810,University Admission Portal,94.86
2811,Exam Result Prediction System,69.42
2812,Hospital Management System,81.83
2813,Student Assessment Portal,54.09
2814,Smart Invigilation System,84.16
2815,Logistics Optimization Platform,67.19
2816,Automated Exam Management,83.1
2817,Real Estate Analytics Dashboard,64.51
2818,Data Visualization Platform,73.26
2819,Automated Exam Management,67.62
2820,Smart Invigilation System,87.67
2821,Cloud-Based Test Management,50.53
2822,Social Media Analytics,50.13
2823,Logistics Optimization Platform,97.93
2824,Student Assessment Portal,71.92
2825,Healthcare Data Warehouse,73.31
2826,Cloud-Based Test Management,54.67
2827,University Admission Portal,67.4
2828,Online Examination System,70.64
2829,Exam Scheduling and Proctoring System,64.81
2830,Exam Result Prediction System,88
2831,Customer Feedback Analyzer,86.86
2832,Hospital Management System,66.99
2833,E-Commerce Dashboard,87.55
2834,Smart Parking System,72.25
2835,School Management System,72.71
2836,Library Automation System,72.71
2837,Smart Invigilation System,81.52
2838,Exam Result Prediction System,99.49
2839,AI-based Exam Evaluator,88.44
2840,University Admission Portal,90.54
2841,Cloud-Based Test Management,81.05
2842,Exam Result Prediction System,78.87
2843,University Admission Portal,71.27
2844,Smart Invigilation System,65.69
2845,Online Examination System,68.39
2846,Automated Exam Management,79.86
2847,Smart Parking System,85.94
2848,Smart Parking System,79.95
2849,AI-based Exam Evaluator,68.65
2850,Smart Invigilation System,65.67
2851,Hospital Management System,79.45
2852,Automated Exam Management,68.91
2853,Sales Forecasting Tool,78.61
2854,Smart Invigilation System,95.55
2855,Exam Scheduling and Proctoring System,58.42
2856,Logistics Optimization Platform,62.23
2857,Human Resource Management,76.57
2858,Logistics Optimization Platform,56.72
2859,Hospital Management System,81.75
2860,Healthcare Data Warehouse,55.21
2861,Employee Attendance Tracker,83.18
2862,Customer Feedback Analyzer,54.13
2863,Cloud-Based Test Management,90.79
2864,Logistics Optimization Platform,76.23
2865,Exam Result Prediction System,78.03
2866,Smart Invigilation System,88.11
2867,E-Commerce Dashboard,93.3
2868,Online Examination System,78.79
2869,Employee Attendance Tracker,91.76
2870,Cloud-Based Test Management,72.68
2871,Smart Parking System,69.41
2872,Restaurant Ordering System,93.53
2873,E-Commerce Dashboard,82.39
2874,Exam Scheduling and Proctoring System,69.16
2875,Sales Forecasting Tool,98.95
2876,Automated Exam Management,77.19
2877,Exam Scheduling and Proctoring System,61.19
2878,Digital Quiz and Result Analyzer,96.49
2879,Customer Feedback Analyzer,81.77
2880,Social Media Analytics,65
2881,Restaurant Ordering System,65.24
2882,Exam Scheduling and Proctoring System,72.7
2883,E-Learning and Exam Platform,50.96
2884,Healthcare Data Warehouse,68.26
2885,Exam Scheduling and Proctoring System,97.15
2886,Smart Invigilation System,65.47
2887,Exam Scheduling and Proctoring System,75.36
2888,Smart Invigilation System,97.31
2889,Bank Loan Prediction System,56.78
2890,Student Assessment Portal,97.53
2891,Digital Quiz and Result Analyzer,80.53
2892,Student Assessment Portal,99.69
2893,Cloud-Based Test Management,85.81
2894,Inventory Management System,80.56
2895,Online Examination System,64.99
2896,Smart Invigilation System,67.26
2897,Bank Loan Prediction System,61.03
2898,Smart Parking System,74.92
2899,Online Examination System,55.46
2900,Digital Quiz and Result Analyzer,66.46
2901,Exam Result Prediction System,74.2
2902,E-Commerce Dashboard,65.4
2903,Library Automation System,88.69
2904,AI-based Exam Evaluator,89.42
2905,Customer Feedback Analyzer,66.51
2906,Student Assessment Portal,54.49
2907,IoT Smart Home Controller,58.42
2908,University Admission Portal,56.44
2909,Sales Forecasting Tool,78.51
2910,Exam Scheduling and Proctoring System,68.75
2911,Automated Exam Management,73.55
2912,E-Commerce Dashboard,56.55
2913,AI-based Exam Evaluator,81.12
2914,Online Examination System,85.32
2915,Student Assessment Portal,71.73
2916,University Admission Portal,85.02
2917,Library Automation System,68.82
2918,IoT Smart Home Controller,93.82
2919,University Admission Portal,57.17
2920,Inventory Management System,80.16
2921,Digital Quiz and Result Analyzer,67.78
2922,E-Commerce Dashboard,94.3
2923,Real Estate Analytics Dashboard,56.54
2924,Digital Quiz and Result Analyzer,79.37
2925,Online Examination System,88.47
2926,Digital Quiz and Result Analyzer,64.45
2927,Hospital Management System,87.6
2928,E-Learning and Exam Platform,52.29
2929,Smart Invigilation System,78.15
2930,E-Commerce Dashboard,68.88
2931,E-Commerce Dashboard,53.4
2932,Exam Result Prediction System,90.21
2933,Digital Quiz and Result Analyzer,67.79
2934,Social Media Analytics,84.54
2935,Exam Scheduling and Proctoring System,84.04
2936,Sales Forecasting Tool,91.29
2937,Smart Invigilation System,90.19
2938,Exam Scheduling and Proctoring System,80.69
2939,Exam Scheduling and Proctoring System,85.09
2940,Online Examination System,80.39
2941,Exam Scheduling and Proctoring System,94.11
2942,Exam Result Prediction System,72.07
2943,IoT Smart Home Controller,51.79
2944,Exam Scheduling and Proctoring System,91.7
2945,Employee Attendance Tracker,64.56
2946,AI-based Exam Evaluator,57.83
2947,Tourism Recommendation System,54.53
2948,Data Visualization Platform,65.38
2949,Library Automation System,87.22
2950,Customer Feedback Analyzer,65.56
2951,Tourism Recommendation System,63.31
2952,Smart Invigilation System,51.07
2953,Tourism Recommendation System,53.03
2954,Smart Invigilation System,75.3
2955,Smart Parking System,73.68
2956,Exam Result Prediction System,73.72
2957,Social Media Analytics,57.37
2958,E-Learning and Exam Platform,95.74
2959,Exam Scheduling and Proctoring System,75.64
2960,Human Resource Management,63.52
2961,Digital Quiz and Result Analyzer,83.84
2962,School Management System,53.8
2963,Healthcare Data Warehouse,51.23
2964,AI-based Exam Evaluator,57.19
2965,Exam Scheduling and Proctoring System,96.04
2966,University Admission Portal,96.62
2967,Student Assessment Portal,97.94
2968,Employee Attendance Tracker,70.88
2969,AI-based Exam Evaluator,91.98
2970,Logistics Optimization Platform,64.88
2971,E-Learning and Exam Platform,58.84
2972,Online Examination System,72.02
2973,Exam Scheduling and Proctoring System,71.13
2974,Exam Result Prediction System,58.72
2975,Digital Quiz and Result Analyzer,59
2976,Sales Forecasting Tool,94.4
2977,Smart Invigilation System,64.05
2978,Exam Result Prediction System,87.88
2979,Smart Invigilation System,94.23
2980,Exam Scheduling and Proctoring System,60.42
2981,Cloud-Based Test Management,76.37
2982,Exam Result Prediction System,92.85
2983,Student Assessment Portal,74.7
2984,Healthcare Data Warehouse,92.7
2985,Social Media Analytics,92.85
2986,Student Assessment Portal,90.03
2987,Restaurant Ordering System,57.85
2988,Employee Attendance Tracker,54.33
2989,Hospital Management System,75.93
2990,E-Learning and Exam Platform,57.23
2991,Automated Exam Management,88.03
2992,Hospital Management System,92.21
2993,Exam Scheduling and Proctoring System,69.02
2994,AI-based Exam Evaluator,71.1
2995,Healthcare Data Warehouse,67.12
2996,University Admission Portal,71.12
2997,Exam Scheduling and Proctoring System,67.8
2998,IoT Smart Home Controller,91.66
2999,Student Assessment Portal,87
3000,Healthcare Data Warehouse,89.87
3001,Real Estate Analytics Dashboard,96.45
3002,Online Examination System,92.47
3003,Exam Scheduling and Proctoring System,97.18
3004,Online Examination System,72.35
3005,Data Visualization Platform,50.33
3006,Automated Exam Management,90.13
3007,Real Estate Analytics Dashboard,71.58
3008,Human Resource Management,88.6
3009,Exam Scheduling and Proctoring System,72.6
3010,Exam Result Prediction System,89.02
3011,Student Assessment Portal,70.42
3012,Automated Exam Management,79.37
3013,Healthcare Data Warehouse,58.24
3014,Tourism Recommendation System,60.27
3015,Restaurant Ordering System,58.27
3016,Smart Invigilation System,69.48
3017,Exam Result Prediction System,62.87
3018,Tourism Recommendation System,74.05
3019,Exam Scheduling and Proctoring System,66.54
3020,Cloud-Based Test Management,63.24
3021,Inventory Management System,61.63
3022,E-Commerce Dashboard,99.56
3023,AI-based Exam Evaluator,80.68
3024,Library Automation System,53.12
3025,Cloud-Based Test Management,50.79
3026,Human Resource Management,98.34
3027,Real Estate Analytics Dashboard,95.4
3028,Sales Forecasting Tool,83.04
3029,Bank Loan Prediction System,98.16
3030,Digital Quiz and Result Analyzer,55.61
3031,E-Commerce Dashboard,86.39
3032,Sales Forecasting Tool,74.35
3033,Data Visualization Platform,55.93
3034,Digital Quiz and Result Analyzer,82.78
3035,Smart Invigilation System,75.51
3036,AI-based Exam Evaluator,76.76
3037,Online Examination System,97.8
3038,Data Visualization Platform,68.42
3039,IoT Smart Home Controller,94.63
3040,E-Learning and Exam Platform,69.17
3041,Smart Invigilation System,54.62
3042,Employee Attendance Tracker,76.18
3043,Online Examination System,78.79
3044,E-Commerce Dashboard,79.75
3045,AI-based Exam Evaluator,66.16
3046,Digital Quiz and Result Analyzer,95.99
3047,Online Examination System,83.51
3048,AI-based Exam Evaluator,92.5
3049,Tourism Recommendation System,80.29
3050,Data Visualization Platform,94.97
3051,Sales Forecasting Tool,82.47
3052,Human Resource Management,59.18
3053,Library Automation System,74.88
3054,University Admission Portal,76.58
3055,Student Assessment Portal,70.16
3056,Cloud-Based Test Management,90.76
3057,Smart Invigilation System,94.6
3058,Exam Scheduling and Proctoring System,56.77
3059,Automated Exam Management,83.8
3060,University Admission Portal,64.68
3061,Online Examination System,51.33
3062,Data Visualization Platform,60.05
3063,Online Examination System,55.91
3064,Sales Forecasting Tool,82.98
3065,E-Learning and Exam Platform,58.34
3066,Online Examination System,97.14
3067,Restaurant Ordering System,96.01
3068,Logistics Optimization Platform,74.77
3069,Healthcare Data Warehouse,83.3
3070,Automated Exam Management,93.44
3071,Healthcare Data Warehouse,75.63
3072,Library Automation System,88.19
3073,E-Commerce Dashboard,51.53
3074,Sales Forecasting Tool,93.63
3075,Library Automation System,91.04
3076,Sales Forecasting Tool,93.19
3077,IoT Smart Home Controller,79.26
3078,Inventory Management System,71.93
3079,Cloud-Based Test Management,59.11
3080,Customer Feedback Analyzer,63.51
3081,Automated Exam Management,71.06
3082,Online Examination System,98.94
3083,Exam Result Prediction System,86.33
3084,Exam Scheduling and Proctoring System,79.21
3085,Exam Result Prediction System,77.98
3086,Tourism Recommendation System,78.23
3087,IoT Smart Home Controller,70.01
3088,Exam Result Prediction System,62.55
3089,Inventory Management System,93.46
3090,Sales Forecasting Tool,87.53
3091,AI-based Exam Evaluator,73.59
3092,Smart Invigilation System,63.67
3093,Data Visualization Platform,50.34
3094,Smart Invigilation System,61.44
3095,Student Assessment Portal,69.32
3096,Online Examination System,82.48
3097,Digital Quiz and Result Analyzer,64.01
3098,Human Resource Management,65.15
3099,Online Examination System,82.43
3100,Logistics Optimization Platform,77.47
3101,Smart Invigilation System,73.16
3102,Data Visualization Platform,87.54
3103,Data Visualization Platform,88.6
3104,Digital Quiz and Result Analyzer,52.3
3105,AI-based Exam Evaluator,93.87
3106,Online Examination System,59.9
3107,Real Estate Analytics Dashboard,85.72
3108,Smart Invigilation System,50.65
3109,Tourism Recommendation System,58.55
3110,Human Resource Management,56.46
3111,Digital Quiz and Result Analyzer,94.28
3112,Real Estate Analytics Dashboard,84.22
3113,Smart Parking System,96.67
3114,School Management System,60.87
3115,Library Automation System,85.29
3116,Logistics Optimization Platform,58.7
3117,Library Automation System,63.22
3118,Student Assessment Portal,73.26
3119,Online Examination System,70.54
3120,Logistics Optimization Platform,61.95
3121,Bank Loan Prediction System,82.13
3122,Social Media Analytics,68.72
3123,Employee Attendance Tracker,88.9
3124,Automated Exam Management,90.73
3125,E-Learning and Exam Platform,63.57
3126,Library Automation System,84.32
3127,Online Examination System,79.42
3128,Exam Scheduling and Proctoring System,94.75
3129,Tourism Recommendation System,51.66
3130,Library Automation System,77.23
3131,Tourism Recommendation System,67.18
3132,Employee Attendance Tracker,64.26
3133,AI-based Exam Evaluator,51.52
3134,Hospital Management System,65.67
3135,Smart Invigilation System,73.22
3136,Library Automation System,88.8
3137,Student Assessment Portal,63.6
3138,Exam Result Prediction System,70.78
3139,IoT Smart Home Controller,83.4
3140,Bank Loan Prediction System,65.27
3141,Cloud-Based Test Management,77.54
3142,Student Assessment Portal,85.35
3143,Online Examination System,60.44
3144,Human Resource Management,92.65
3145,Smart Parking System,76.13
3146,School Management System,57.74
3147,Healthcare Data Warehouse,58.72
3148,Online Examination System,77.82
3149,Smart Invigilation System,93.81
3150,Customer Feedback Analyzer,67.06
3151,Exam Result Prediction System,68.7
3152,Automated Exam Management,87.68
3153,School Management System,80.22
3154,Customer Feedback Analyzer,82.56
3155,Inventory Management System,60.68
3156,Real Estate Analytics Dashboard,73.63
3157,E-Learning and Exam Platform,55.1
3158,Real Estate Analytics Dashboard,92.26
3159,Sales Forecasting Tool,73.85
3160,E-Learning and Exam Platform,95.4
3161,Data Visualization Platform,66.96
3162,Automated Exam Management,95.03
3163,Sales Forecasting Tool,77.59
3164,Real Estate Analytics Dashboard,77.45
3165,Digital Quiz and Result Analyzer,74.12
3166,Student Assessment Portal,56.32
3167,E-Commerce Dashboard,54.43
3168,E-Commerce Dashboard,52.52
3169,Exam Result Prediction System,98.29
3170,Exam Scheduling and Proctoring System,93.56
3171,Exam Result Prediction System,54.17
3172,E-Learning and Exam Platform,55
3173,AI-based Exam Evaluator,79.16
3174,Exam Scheduling and Proctoring System,95.72
3175,Cloud-Based Test Management,74.13
3176,AI-based Exam Evaluator,90.45
3177,Employee Attendance Tracker,62.33
3178,Cloud-Based Test Management,92.87
3179,University Admission Portal,78.59
3180,Healthcare Data Warehouse,57.41
3181,Smart Parking System,96.19
3182,Cloud-Based Test Management,83.84
3183,Exam Result Prediction System,62.44
3184,Sales Forecasting Tool,72.02
3185,Social Media Analytics,94.77
3186,Logistics Optimization Platform,70.47
3187,Hospital Management System,78.96
3188,AI-based Exam Evaluator,71.37
3189,Automated Exam Management,92.9
3190,Exam Result Prediction System,83.7
3191,Student Assessment Portal,96.62
3192,Human Resource Management,63.78
3193,Tourism Recommendation System,87.7
3194,Human Resource Management,60.95
3195,Exam Result Prediction System,81.03
3196,Exam Result Prediction System,99.41
3197,Logistics Optimization Platform,65.55
3198,AI-based Exam Evaluator,77.76
3199,School Management System,85.31
3200,Smart Invigilation System,80.9
3201,Smart Parking System,75.19
3202,E-Commerce Dashboard,74.98
3203,Smart Invigilation System,67.17
3204,Digital Quiz and Result Analyzer,71.38
3205,Student Assessment Portal,93.58
3206,Smart Invigilation System,86.48
3207,Exam Result Prediction System,55.68
3208,Online Examination System,65.29
3209,Inventory Management System,72.51
3210,Smart Invigilation System,64.6
3211,Social Media Analytics,93.08
3212,Customer Feedback Analyzer,98.08
3213,E-Commerce Dashboard,85.56
3214,Real Estate Analytics Dashboard,91.54
3215,Smart Invigilation System,95.13
3216,E-Learning and Exam Platform,56.79
3217,Exam Result Prediction System,84.26
3218,E-Learning and Exam Platform,89.56
3219,Smart Parking System,52.86
3220,Student Assessment Portal,87.29
3221,E-Learning and Exam Platform,65.88
3222,Data Visualization Platform,89.25
3223,Exam Result Prediction System,58.74
3224,Automated Exam Management,85.48
3225,Sales Forecasting Tool,62.63
3226,Real Estate Analytics Dashboard,62.63
3227,Tourism Recommendation System,94.2
3228,Logistics Optimization Platform,68.53
3229,Online Examination System,54.25
3230,Inventory Management System,77.04
3231,Sales Forecasting Tool,83.21
3232,Cloud-Based Test Management,60.32
3233,Cloud-Based Test Management,85.76
3234,Exam Scheduling and Proctoring System,80.98
3235,Employee Attendance Tracker,57.06
3236,Automated Exam Management,71.82
3237,Exam Scheduling and Proctoring System,73.33
3238,Smart Invigilation System,80.4
3239,Logistics Optimization Platform,67.25
3240,Tourism Recommendation System,78.28
3241,Customer Feedback Analyzer,54.1
3242,Exam Scheduling and Proctoring System,50.63
3243,Inventory Management System,98.01
3244,Hospital Management System,66.73
3245,Data Visualization Platform,55.25
3246,Automated Exam Management,65.75
3247,Tourism Recommendation System,95.81
3248,Customer Feedback Analyzer,89.35
3249,E-Learning and Exam Platform,60.77
3250,Online Examination System,76.27
3251,Digital Quiz and Result Analyzer,99.88
3252,Smart Invigilation System,74.54
3253,Data Visualization Platform,78.5
3254,Restaurant Ordering System,72.74
3255,E-Learning and Exam Platform,65.78
3256,E-Learning and Exam Platform,66.41
3257,Library Automation System,73.34
3258,Hospital Management System,78.23
3259,Tourism Recommendation System,95.09
3260,Exam Result Prediction System,84.2
3261,Cloud-Based Test Management,90.97
3262,University Admission Portal,86.95
3263,AI-based Exam Evaluator,65.74
3264,Employee Attendance Tracker,83.52
3265,Exam Scheduling and Proctoring System,52.9
3266,Student Assessment Portal,89.04
3267,AI-based Exam Evaluator,80.46
3268,Real Estate Analytics Dashboard,92.25
3269,Healthcare Data Warehouse,54.17
3270,AI-based Exam Evaluator,80.93
3271,Smart Parking System,84.62
3272,Restaurant Ordering System,99.98
3273,Bank Loan Prediction System,84.17
3274,Smart Invigilation System,50.56
3275,Cloud-Based Test Management,54.47
3276,Data Visualization Platform,61.35
3277,Social Media Analytics,54.02
3278,University Admission Portal,70.61
3279,Cloud-Based Test Management,68.4
3280,AI-based Exam Evaluator,58.82
3281,Data Visualization Platform,87.02
3282,Student Assessment Portal,74.83
3283,Logistics Optimization Platform,76.14
3284,Exam Result Prediction System,85.69
3285,E-Commerce Dashboard,81.38
3286,Logistics Optimization Platform,55.01
3287,E-Learning and Exam Platform,84.99
3288,Employee Attendance Tracker,93.96
3289,University Admission Portal,58.14
3290,Smart Invigilation System,67.29
3291,AI-based Exam Evaluator,81.57
3292,Inventory Management System,54.55
3293,Exam Scheduling and Proctoring System,92.42
3294,Employee Attendance Tracker,96.46
3295,Healthcare Data Warehouse,63.13
3296,Automated Exam Management,81.88
3297,Restaurant Ordering System,99.92
3298,School Management System,73.56
3299,Data Visualization Platform,56.14
3300,School Management System,91.49
3301,Online Examination System,83.02
3302,School Management System,79.28
3303,Online Examination System,72.81
3304,Sales Forecasting Tool,72.24
3305,School Management System,93.07
3306,Cloud-Based Test Management,73.42
3307,Digital Quiz and Result Analyzer,56.91
3308,Sales Forecasting Tool,95.37
3309,E-Commerce Dashboard,67.49
3310,Exam Scheduling and Proctoring System,81.4
3311,IoT Smart Home Controller,88.51
3312,Online Examination System,84.24
3313,Hospital Management System,71.14
3314,University Admission Portal,55.99
3315,Restaurant Ordering System,52.55
3316,Healthcare Data Warehouse,60.74
3317,Cloud-Based Test Management,88.82
3318,Smart Invigilation System,64.07
3319,Exam Scheduling and Proctoring System,73.33
3320,Cloud-Based Test Management,50.79
3321,E-Commerce Dashboard,97.98
3322,Sales Forecasting Tool,96.28
3323,Student Assessment Portal,84.56
3324,University Admission Portal,54.65
3325,Library Automation System,73.39
3326,Digital Quiz and Result Analyzer,69.06
3327,Human Resource Management,98.08
3328,Tourism Recommendation System,80.76
3329,Tourism Recommendation System,64.59
3330,Logistics Optimization Platform,58.31
3331,AI-based Exam Evaluator,69.8
3332,Smart Invigilation System,61.15
3333,Library Automation System,76.01
3334,Tourism Recommendation System,98.61
3335,Online Examination System,61.67
3336,Inventory Management System,80.53
3337,Customer Feedback Analyzer,58.56
3338,Employee Attendance Tracker,50.01
3339,Digital Quiz and Result Analyzer,62.98
3340,E-Learning and Exam Platform,78.67
3341,Smart Invigilation System,87.04
3342,Digital Quiz and Result Analyzer,88.8
3343,Library Automation System,61.11
3344,Exam Result Prediction System,83.99
3345,Exam Result Prediction System,51.84
3346,Automated Exam Management,61.98
3347,Exam Scheduling and Proctoring System,67.39
3348,University Admission Portal,70.62
3349,Automated Exam Management,87.94
3350,Cloud-Based Test Management,76.86
3351,Employee Attendance Tracker,87.11
3352,Sales Forecasting Tool,51.68
3353,Exam Result Prediction System,92.23
3354,School Management System,71.79
3355,Smart Invigilation System,53.79
3356,University Admission Portal,64.85
3357,IoT Smart Home Controller,99.97
3358,Smart Parking System,71.47
3359,Employee Attendance Tracker,59.31
3360,School Management System,68
3361,Exam Scheduling and Proctoring System,52.98
3362,Exam Scheduling and Proctoring System,87.13
3363,Healthcare Data Warehouse,97.12
3364,Digital Quiz and Result Analyzer,65.62
3365,Student Assessment Portal,82.36
3366,Digital Quiz and Result Analyzer,86.48
3367,Digital Quiz and Result Analyzer,72.25
3368,University Admission Portal,51.35
3369,Real Estate Analytics Dashboard,94.39
3370,IoT Smart Home Controller,58.42
3371,Library Automation System,55.28
3372,Sales Forecasting Tool,50.21
3373,School Management System,69.62
3374,E-Learning and Exam Platform,77.17
3375,IoT Smart Home Controller,77.82
3376,Student Assessment Portal,64.24
3377,Human Resource Management,74.69
3378,Real Estate Analytics Dashboard,92.13
3379,Employee Attendance Tracker,68.31
3380,Hospital Management System,99.76
3381,Library Automation System,52.02
3382,Sales Forecasting Tool,74.87
3383,E-Learning and Exam Platform,72.76
3384,AI-based Exam Evaluator,55.88
3385,Automated Exam Management,64.93
3386,Student Assessment Portal,91.6
3387,Smart Parking System,55.37
3388,E-Learning and Exam Platform,55.45
3389,Tourism Recommendation System,64.95
3390,Automated Exam Management,64.49
3391,Cloud-Based Test Management,73.57
3392,Smart Invigilation System,67.68
3393,E-Commerce Dashboard,94.69
3394,Social Media Analytics,60.06
3395,Library Automation System,72.69
3396,E-Learning and Exam Platform,90.27
3397,Exam Result Prediction System,54.42
3398,Cloud-Based Test Management,82.85
3399,AI-based Exam Evaluator,54.86
3400,Human Resource Management,57
3401,Smart Invigilation System,53.8
3402,University Admission Portal,83.96
3403,Online Examination System,98.31
3404,Restaurant Ordering System,96.47
3405,Automated Exam Management,64.59
3406,Tourism Recommendation System,86.99
3407,Exam Result Prediction System,89.81
3408,Cloud-Based Test Management,87.74
3409,Real Estate Analytics Dashboard,84.1
3410,Online Examination System,69.68
3411,IoT Smart Home Controller,70.17
3412,E-Commerce Dashboard,87.7
3413,Bank Loan Prediction System,64.25
3414,E-Learning and Exam Platform,71.74
3415,E-Learning and Exam Platform,68.41
3416,Cloud-Based Test Management,75.75
3417,AI-based Exam Evaluator,69.74
3418,School Management System,67.18
3419,Inventory Management System,66.15
3420,Student Assessment Portal,99.38
3421,Online Examination System,52.05
3422,E-Commerce Dashboard,64.52
3423,Cloud-Based Test Management,56.6
3424,Bank Loan Prediction System,58.03
3425,Tourism Recommendation System,84.42
3426,Student Assessment Portal,74.02
3427,E-Learning and Exam Platform,64.05
3428,Inventory Management System,59.68
3429,Social Media Analytics,78.99
3430,Real Estate Analytics Dashboard,80.54
3431,Data Visualization Platform,57.42
3432,Employee Attendance Tracker,95.5
3433,Student Assessment Portal,84.52
3434,Restaurant Ordering System,60.8
3435,Exam Result Prediction System,51.1
3436,E-Learning and Exam Platform,65.8
3437,Smart Invigilation System,62.97
3438,Data Visualization Platform,95.37
3439,Logistics Optimization Platform,56.15
3440,Student Assessment Portal,92.71
3441,Library Automation System,92.81
3442,University Admission Portal,51.27
3443,Automated Exam Management,73.18
3444,Human Resource Management,83.63
3445,Exam Result Prediction System,98.16
3446,E-Learning and Exam Platform,90.37
3447,Cloud-Based Test Management,80.05
3448,Student Assessment Portal,79.6
3449,Exam Result Prediction System,68.43
3450,Smart Parking System,70.85
3451,Smart Invigilation System,88.38
3452,Digital Quiz and Result Analyzer,56.59
3453,Smart Invigilation System,70.28
3454,Student Assessment Portal,59.71
3455,Smart Invigilation System,83.5
3456,Cloud-Based Test Management,53.57
3457,Automated Exam Management,63.69
3458,Sales Forecasting Tool,99.78
3459,Smart Invigilation System,95.36
3460,Inventory Management System,89.02
3461,Smart Invigilation System,71.89
3462,Customer Feedback Analyzer,90.19
3463,Digital Quiz and Result Analyzer,66.98
3464,Smart Parking System,76.67
3465,Student Assessment Portal,87.52
3466,Bank Loan Prediction System,70.64
3467,Tourism Recommendation System,58.4
3468,E-Learning and Exam Platform,58.5
3469,Tourism Recommendation System,96.35
3470,AI-based Exam Evaluator,55.08
3471,Real Estate Analytics Dashboard,85.68
3472,Exam Scheduling and Proctoring System,82.65
3473,Cloud-Based Test Management,85.19
3474,IoT Smart Home Controller,91.06
3475,Online Examination System,53.41
3476,Exam Scheduling and Proctoring System,96.47
3477,Employee Attendance Tracker,73.37
3478,Cloud-Based Test Management,67.66
3479,Real Estate Analytics Dashboard,79.2
3480,Logistics Optimization Platform,87.74
3481,Smart Invigilation System,75.16
3482,Cloud-Based Test Management,58.13
3483,Bank Loan Prediction System,98.92
3484,Social Media Analytics,56.13
3485,Automated Exam Management,83.26
3486,Inventory Management System,56.56
3487,Restaurant Ordering System,53.07
3488,Online Examination System,71.31
3489,IoT Smart Home Controller,87.71
3490,Social Media Analytics,50.01
3491,Smart Invigilation System,98.83
3492,Online Examination System,89.48
3493,Logistics Optimization Platform,97.96
3494,Hospital Management System,62.59
3495,Bank Loan Prediction System,80.21
3496,Exam Result Prediction System,61.19
3497,E-Learning and Exam Platform,71.87
3498,AI-based Exam Evaluator,85.16
3499,Customer Feedback Analyzer,82.72
3500,Restaurant Ordering System,80.44
3501,Digital Quiz and Result Analyzer,87.31
3502,Online Examination System,51.75
3503,Social Media Analytics,58.79
3504,AI-based Exam Evaluator,82.43
3505,Hospital Management System,92.01
3506,Customer Feedback Analyzer,96.4
3507,Student Assessment Portal,62.5
3508,Tourism Recommendation System,98.59
3509,University Admission Portal,63.2
3510,Healthcare Data Warehouse,90.98
3511,E-Commerce Dashboard,83.01
3512,Hospital Management System,61.37
3513,Student Assessment Portal,95.65
3514,Cloud-Based Test Management,87.88
3515,Human Resource Management,59.44
3516,Exam Scheduling and Proctoring System,66.93
3517,Exam Result Prediction System,98.38
3518,Exam Result Prediction System,59.84
3519,School Management System,90.56
3520,AI-based Exam Evaluator,83.97
3521,E-Learning and Exam Platform,63.91
3522,Smart Invigilation System,79.8
3523,E-Commerce Dashboard,68.93
3524,E-Learning and Exam Platform,51.03
3525,Cloud-Based Test Management,69.62
3526,Online Examination System,54
3527,Student Assessment Portal,89.74
3528,Cloud-Based Test Management,54.66
3529,AI-based Exam Evaluator,90.17
3530,Bank Loan Prediction System,54
3531,Smart Invigilation System,96.78
3532,Exam Scheduling and Proctoring System,76.18
3533,Inventory Management System,86.68
3534,Healthcare Data Warehouse,88.13
3535,Exam Result Prediction System,79.29
3536,School Management System,95.77
3537,Customer Feedback Analyzer,71.73
3538,Online Examination System,50.62
3539,Healthcare Data Warehouse,63.02
3540,Exam Result Prediction System,86.76
3541,Smart Invigilation System,90.51
3542,Exam Result Prediction System,85.43
3543,Bank Loan Prediction System,68.8
3544,Automated Exam Management,84.29
3545,Bank Loan Prediction System,81.14
3546,Student Assessment Portal,94.17
3547,Smart Invigilation System,73.52
3548,Smart Invigilation System,84.99
3549,Sales Forecasting Tool,97.68
3550,Social Media Analytics,50.38
3551,Logistics Optimization Platform,95.13
3552,IoT Smart Home Controller,91.15
3553,Cloud-Based Test Management,58.32
3554,Real Estate Analytics Dashboard,81.84
3555,E-Commerce Dashboard,60.34
3556,Human Resource Management,66.63
3557,Exam Result Prediction System,95.91
3558,AI-based Exam Evaluator,57.28
3559,Human Resource Management,82.27
3560,Social Media Analytics,55.17
3561,Bank Loan Prediction System,55.1
3562,Online Examination System,73.18
3563,Inventory Management System,58.61
