cer_ID,cer_Name,cer_Duration,cer_Platform,st_ID
22919,"REST API Design",9,"Pluralsight",12204
22920,"Unreal Engine",20,"Khan Academy",14581
22921,"3D Modeling and Animation",15,"DataCamp",11159
22922,"Audio Engineering",16,"Stanford Online",19008
22923,"Distributed Systems",18,"Google Analytics Academy",2422
22924,"5G Technology",11,"HubSpot Academy",1434
22925,"Artificial Intelligence Fundamentals",5,"Salesforce Trailhead",5833
22926,"Keras Neural Networks",17,"Microsoft Learn",2359
22927,"Responsive Web Design",40,"HubSpot Academy",16333
22928,"Apache Kafka Streaming",15,"Stanford Online",14876
22929,"Progressive Web Apps",16,"FreeCodeCamp",12978
22930,"Cryptography Fundamentals",13,"Skillshare",14985
22931,"Digital Forensics",6,"Udemy",19626
22932,"PyTorch Programming",18,"Google Developers",18496
22933,"Software Testing and QA",50,"Skillshare",11722
22934,"Network Protocols",16,"Stanford Online",11949
22935,"3D Modeling and Animation",8,"Skillshare",2823
22936,"Incident Response",3,"Harvard Online",3305
22937,"Network Security",5,"IBM Skills",16040
22938,"Ethereum Smart Contracts",16,"AWS Training",15368
22939,"Frontend Web Design",5,"IBM Skills",4999
22940,"Cloud Computing with AWS",7,"Facebook Blueprint",10707
22941,"Scala Programming",18,"FreeCodeCamp",13983
22942,"MySQL Administration",11,"edX",19628
22943,"WebRTC Development",17,"Microsoft Learn",5307
22944,"Audio Engineering",8,"Harvard Online",15468
22945,"Tableau Certification",6,"Udemy",13618
22946,"Excel Data Analysis",11,"Salesforce Trailhead",11357
22947,"RabbitMQ Messaging",8,"Google Analytics Academy",15143
22948,"Google Cloud Platform",10,"Udacity",3634
22949,"Frontend Web Design",11,"Oracle Academy",12459
22950,"Quantum Computing",14,"Stanford Online",18663
22951,"5G Technology",3,"Khan Academy",966
22952,"Chrome Extension Development",50,"Udemy",14210
22953,"React Native Development",19,"LinkedIn Learning",11429
22954,"Firewall Management",14,"DataCamp",7350
22955,"Virtual Reality Development",16,"Khan Academy",10397
22956,"Network Security",15,"MIT OpenCourseWare",14399
22957,"Python Data Analysis",17,"Stanford Online",19853
22958,"Shopify Theme Development",17,"Codecademy",7766
22959,"Swift Programming",11,"Skillshare",13068
22960,"Digital Marketing Analytics",7,"Khan Academy",15305
22961,"Advanced JavaScript Programming",29,"LinkedIn Learning",6584
22962,"DevOps Engineering",8,"IBM Skills",13373
22963,"Rust Programming",11,"IBM Skills",832
22964,"PHP Web Development",19,"Facebook Blueprint",13136
22965,"Serverless Computing",31,"Microsoft Learn",3865
22966,"PostgreSQL Advanced",11,"Khan Academy",4056
22967,"MATLAB Programming",19,"CompTIA",19494
22968,"Git Version Control",3,"Codecademy",771
22969,"Information Security",12,"MIT OpenCourseWare",3502
22970,"Full Stack Web Development",4,"Salesforce Trailhead",2642
22971,"Jenkins CI/CD",15,"MIT OpenCourseWare",18423
22972,"Data Structures and Algorithms",18,"Salesforce Trailhead",3730
22973,"Operating Systems",4,"Google Analytics Academy",19984
22974,"Shopify Theme Development",23,"Cisco Networking Academy",6288
22975,"Web Development Fundamentals",3,"edX",4838
22976,"Puppet Configuration",12,"Khan Academy",15422
22977,"CDN Configuration",4,"Udacity",11462
22978,"Operating Systems",18,"Microsoft Learn",9442
22979,"Incident Response",38,"Stanford Online",10601
22980,"Unity Game Engine",16,"Google Analytics Academy",15596
22981,"Agile Project Management",14,"Google Analytics Academy",10256
22982,"Excel Data Analysis",16,"edX",17713
22983,"Disaster Recovery",20,"AWS Training",7022
22984,"Email Server Administration",19,"IBM Skills",10913
22985,"Quantum Computing",11,"IBM Skills",14207
22986,"Cloud Architecture",10,"Oracle Academy",16432
22987,"Azure Cloud Services",4,"Coursera",3066
22988,"DevOps Engineering",20,"Salesforce Trailhead",15945
22989,"Intrusion Detection Systems",3,"IBM Skills",5635
22990,"Software Architecture",3,"Udacity",5825
22991,"Performance Optimization",5,"Skillshare",6803
22992,"Cybersecurity Essentials",28,"IBM Skills",15274
22993,"Flutter Cross-Platform",6,"Coursera",17053
22994,"Git Version Control",41,"Cisco Networking Academy",16490
22995,"Software Testing and QA",20,"LinkedIn Learning",11944
22996,"Blockchain Technology",6,"Google Analytics Academy",3285
22997,"C++ Programming",35,"Google Developers",8207
22998,"Jenkins CI/CD",13,"Google Developers",17812
22999,"Node.js Backend Development",28,"MIT OpenCourseWare",13126
23000,"Object-Oriented Programming",8,"Salesforce Trailhead",512
23001,"SIEM Solutions",19,"Coursera",4458
23002,"Business Intelligence",10,"Codecademy",18165
23003,"Virtual Reality Development",8,"LinkedIn Learning",8411
23004,"Image Processing",12,"Khan Academy",2015
23005,"Data Science with Python",19,"MIT OpenCourseWare",15900
23006,"MySQL Administration",12,"Stanford Online",3547
23007,"Data Visualization",13,"Coursera",17891
23008,"Terraform Infrastructure",6,"Facebook Blueprint",18034
23009,"Disaster Recovery",13,"FreeCodeCamp",14952
23010,"Data Structures and Algorithms",20,"Salesforce Trailhead",10328
23011,"SQL Database Design",16,"LinkedIn Learning",17271
23012,"REST API Design",8,"CompTIA",1956
23013,"Image Processing",7,"Udacity",147
23014,"Frontend Web Design",14,"CompTIA",13849
23015,"Embedded Systems",13,"FreeCodeCamp",12576
23016,"Technical Writing",8,"Microsoft Learn",19701
23017,"Natural Language Processing",25,"Facebook Blueprint",16697
23018,"GraphQL Development",9,"CompTIA",14118
23019,"Python Data Analysis",28,"Skillshare",16344
23020,"RabbitMQ Messaging",19,"Facebook Blueprint",7031
23021,"Intrusion Detection Systems",12,"Cisco Networking Academy",14558
23022,"Intrusion Detection Systems",10,"Udacity",7855
23023,"Embedded Systems",8,"Microsoft Learn",13696
23024,"Performance Optimization",10,"AWS Training",5342
23025,"Data Science with Python",7,"FreeCodeCamp",15060
23026,"Blockchain Technology",8,"Google Analytics Academy",10380
23027,"Docker and Kubernetes",11,"Facebook Blueprint",388
23028,"SQL Database Design",16,"Google Developers",14771
23029,"MongoDB Database",11,"Skillshare",16902
23030,"Data Structures and Algorithms",35,"Khan Academy",15741
23031,"Artificial Intelligence Fundamentals",12,"Codecademy",8346
23032,"UI/UX Design Principles",18,"Google Developers",11334
23033,"Object-Oriented Programming",4,"Khan Academy",1089
23034,"Oracle Database",10,"Google Analytics Academy",7186
23035,"Vue.js Framework",13,"CompTIA",16460
23036,"WordPress Development",24,"Khan Academy",12539
23037,"Deep Learning",18,"Skillshare",10879
23038,"Google Cloud Platform",12,"Codecademy",10511
23039,"MATLAB Programming",22,"Google Analytics Academy",12301
23040,"Content Management Systems",9,"FreeCodeCamp",6674
23041,"GraphQL Development",11,"Microsoft Learn",16938
23042,"Penetration Testing",13,"IBM Skills",10657
23043,"Refactoring Techniques",20,"DataCamp",1869
23044,"Network Protocols",6,"IBM Skills",3437
23045,"Terraform Infrastructure",8,"edX",2715
23046,"Puppet Configuration",6,"Coursera",16753
23047,"Blockchain Technology",5,"LinkedIn Learning",243
23048,"Edge Computing",5,"Google Analytics Academy",2694
23049,"React.js Development",13,"edX",16342
23050,"SQL Database Design",4,"LinkedIn Learning",15627
23051,"Docker and Kubernetes",38,"Codecademy",7413
23052,"Cybersecurity Essentials",5,"Oracle Academy",10229
23053,"React.js Development",8,"IBM Skills",14201
23054,"PHP Web Development",7,"Codecademy",18228
23055,"Vue.js Framework",18,"DataCamp",11172
23056,"Ansible Automation",18,"DataCamp",6017
23057,"Laravel Framework",6,"Salesforce Trailhead",3763
23058,"Jenkins CI/CD",14,"Udemy",3346
23059,"PostgreSQL Advanced",20,"edX",17747
23060,"Rust Programming",9,"Codecademy",19253
23061,"Firewall Management",19,"Stanford Online",14421
23062,"R Programming for Data Science",5,"DataCamp",12751
23063,"Microservices Architecture",5,"MIT OpenCourseWare",19617
23064,"Web Development Fundamentals",16,"AWS Training",6996
23065,"Microservices Architecture",14,"AWS Training",9840
23066,"Disaster Recovery",8,"Codecademy",14638
23067,"DNS Management",11,"Udacity",10760
23068,"Power BI Analytics",20,"Khan Academy",18200
23069,"Python Data Analysis",12,"Codecademy",1971
23070,"Data Structures and Algorithms",4,"Oracle Academy",1611
23071,"DevOps Engineering",3,"MIT OpenCourseWare",19078
23072,"Google Cloud Platform",30,"edX",8682
23073,"UI/UX Design Principles",25,"Cisco Networking Academy",1811
23074,"Signal Processing",3,"DataCamp",19037
23075,"FastAPI Development",8,"Harvard Online",16666
23076,"FastAPI Development",14,"Oracle Academy",11952
23077,"Frontend Web Design",24,"AWS Training",5881
23078,"Image Processing",20,"Skillshare",13745
23079,"5G Technology",10,"Microsoft Learn",3222
23080,"PHP Web Development",42,"HubSpot Academy",2981
23081,"Flutter Cross-Platform",13,"CompTIA",13273
23082,"Design Patterns",44,"FreeCodeCamp",16967
23083,"Apache Kafka Streaming",12,"edX",8305
23084,"Spring Boot",20,"edX",8690
23085,"Digital Forensics",19,"Coursera",9353
23086,"Robotics Programming",24,"Stanford Online",10223
23087,"Cryptography Fundamentals",9,"Cisco Networking Academy",19406
23088,"Excel Data Analysis",10,"Codecademy",16318
23089,"Angular Development",17,"Pluralsight",240
23090,"Kotlin Programming",9,"Codecademy",8971
23091,"C++ Programming",14,"Coursera",16858
23092,"Keras Neural Networks",12,"Coursera",15534
23093,"TCP/IP Networking",11,"Facebook Blueprint",233
23094,"SQL Database Design",14,"Coursera",7165
23095,"Compiler Design",37,"MIT OpenCourseWare",19154
23096,"Google Cloud Platform",15,"Facebook Blueprint",18423
23097,"Blockchain Technology",28,"Google Developers",9623
23098,"Computer Vision",10,"Cisco Networking Academy",14731
23099,"Shopify Theme Development",17,"Khan Academy",18612
23100,"Google Cloud Platform",20,"Khan Academy",9569
23101,"Deep Learning",7,"Salesforce Trailhead",5873
23102,"Incident Response",16,"HubSpot Academy",3398
23103,"Flutter Cross-Platform",20,"Cisco Networking Academy",2632
23104,"R Programming for Data Science",50,"AWS Training",19851
23105,"Android Development",8,"HubSpot Academy",13544
23106,"Information Security",10,"Stanford Online",17991
23107,"Power BI Analytics",16,"Pluralsight",14460
23108,"SIEM Solutions",3,"HubSpot Academy",6952
23109,"WordPress Development",14,"IBM Skills",4334
23110,"Cryptography Fundamentals",14,"AWS Training",19994
23111,"WebRTC Development",37,"DataCamp",12
23112,"React Native Development",8,"Udemy",4782
23113,"Load Balancing",7,"IBM Skills",15229
23114,"MongoDB Database",12,"HubSpot Academy",3525
23115,"Robotics Programming",26,"Cisco Networking Academy",14584
23116,"Mobile App Development",10,"Microsoft Learn",3798
23117,"Oracle Database",12,"AWS Training",3121
23118,"Shopify Theme Development",4,"Facebook Blueprint",7048
23119,"Cloud Computing with AWS",13,"Skillshare",197
23120,"Internet of Things (IoT)",31,"Codecademy",16909
23121,"GraphQL Development",10,"Google Analytics Academy",14477
23122,"Responsive Web Design",20,"Harvard Online",18493
23123,"Network Protocols",32,"Stanford Online",1791
23124,"Digital Forensics",10,"Oracle Academy",16184
23125,"WordPress Development",8,"FreeCodeCamp",19112
23126,"Unity Game Engine",14,"CompTIA",11640
23127,"Firewall Management",15,"HubSpot Academy",12906
23128,"API Documentation",17,"Khan Academy",19796
23129,"Flutter Cross-Platform",26,"Udemy",3315
23130,"Tableau Certification",44,"Harvard Online",8186
23131,"Solidity Programming",10,"Stanford Online",17430
23132,"Natural Language Processing",14,"Pluralsight",15130
23133,"CDN Configuration",12,"Pluralsight",18190
23134,"Docker and Kubernetes",6,"LinkedIn Learning",6730
23135,"API Documentation",5,"Stanford Online",12208
23136,"Machine Learning Basics",39,"CompTIA",18457
23137,"Docker and Kubernetes",48,"Salesforce Trailhead",5345
23138,"PHP Web Development",18,"Oracle Academy",14694
23139,"Laravel Framework",14,"AWS Training",18224
23140,"Frontend Web Design",37,"Facebook Blueprint",13776
23141,"E-commerce Solutions",17,"AWS Training",11815
23142,"React.js Development",16,"Google Developers",19888
23143,"Elasticsearch Development",14,"FreeCodeCamp",6674
23144,"Responsive Web Design",6,"Microsoft Learn",19496
23145,"Data Science with Python",26,"Google Analytics Academy",10968
23146,"Incident Response",3,"Google Developers",14714
23147,"Cloud Architecture",11,"Microsoft Learn",202
23148,"Puppet Configuration",11,"IBM Skills",17292
23149,"SEO Optimization",18,"Microsoft Learn",1160
23150,"Elasticsearch Development",9,"Udacity",16517
23151,"Content Management Systems",17,"CompTIA",9005
23152,"Puppet Configuration",7,"Codecademy",17362
23153,"Big Data Analytics",14,"Stanford Online",7208
23154,"WordPress Development",4,"CompTIA",17060
23155,"PostgreSQL Advanced",26,"Udemy",7542
23156,"FPGA Development",7,"IBM Skills",12852
23157,"DNS Management",8,"Salesforce Trailhead",11235
23158,"Chrome Extension Development",5,"Facebook Blueprint",11954
23159,"Spring Boot",9,"MIT OpenCourseWare",11636
23160,"Web Application Security",16,"HubSpot Academy",6562
23161,"FPGA Development",22,"Pluralsight",12279
23162,"Puppet Configuration",20,"MIT OpenCourseWare",142
23163,"Ethical Hacking",5,"Facebook Blueprint",5833
23164,"Internet of Things (IoT)",4,"Codecademy",1325
23165,"Refactoring Techniques",6,"CompTIA",7513
23166,"Competitive Programming",3,"AWS Training",15513
23167,"Technical Writing",39,"Udacity",15807
23168,"Socket Programming",11,"edX",9495
23169,"Payment Gateway Integration",8,"Udemy",14667
23170,"Cryptography Fundamentals",11,"CompTIA",16652
23171,"Ethical Hacking",17,"Google Developers",9742
23172,"SEO Optimization",15,"Pluralsight",9252
23173,"Software Testing and QA",5,"Harvard Online",5072
23174,"VPN Configuration",32,"Udacity",10204
23175,"FastAPI Development",11,"Khan Academy",953
23176,"Code Review Best Practices",49,"HubSpot Academy",19855
23177,"Serverless Computing",20,"Pluralsight",7206
23178,"Blockchain Technology",9,"Google Developers",17381
23179,"Digital Forensics",11,"LinkedIn Learning",9191
23180,"Network Protocols",48,"DataCamp",13140
23181,"Mobile App Development",8,"DataCamp",686
23182,"Statistical Analysis",9,"edX",16117
23183,"Cloud Architecture",18,"MIT OpenCourseWare",9858
23184,"DevOps Engineering",7,"Google Analytics Academy",17302
23185,"Computer Vision",6,"AWS Training",17629
23186,"SQL Database Design",25,"Oracle Academy",2555
23187,"Vue.js Framework",5,"Udemy",4960
23188,"3D Modeling and Animation",13,"Pluralsight",5688
23189,"API Documentation",16,"Udacity",7094
23190,"Laravel Framework",13,"Skillshare",9432
23191,"Digital Marketing Analytics",17,"AWS Training",10434
23192,"Intrusion Detection Systems",18,"MIT OpenCourseWare",900
23193,"Business Intelligence",29,"LinkedIn Learning",1354
23194,"Responsive Web Design",6,"HubSpot Academy",15778
23195,"TensorFlow Development",20,"Udemy",3215
23196,"DNS Management",18,"AWS Training",14837
23197,"Augmented Reality",8,"IBM Skills",4826
23198,"Ansible Automation",19,"Pluralsight",15605
23199,"Agile Project Management",20,"AWS Training",15797
23200,"Artificial Intelligence Fundamentals",8,"Pluralsight",10566
23201,"Email Server Administration",5,"Google Analytics Academy",5995
23202,"Unreal Engine",16,"Udemy",19483
23203,"Chrome Extension Development",14,"Oracle Academy",16451
23204,"Cloud Computing with AWS",4,"Codecademy",7534
23205,"Augmented Reality",16,"Microsoft Learn",17266
23206,"Game Development",16,"Udemy",11828
23207,"PostgreSQL Advanced",15,"Skillshare",5854
23208,"Web Development Fundamentals",20,"Pluralsight",9915
23209,"SIEM Solutions",9,"Coursera",5258
23210,"Penetration Testing",20,"Codecademy",13211
23211,"PostgreSQL Advanced",9,"Codecademy",12638
23212,"SEO Optimization",14,"IBM Skills",8827
23213,"Augmented Reality",31,"Skillshare",17758
23214,"Payment Gateway Integration",20,"Udacity",17165
23215,"WebRTC Development",18,"HubSpot Academy",11652
23216,"Flutter Cross-Platform",7,"Facebook Blueprint",3824
23217,"Computer Vision",18,"AWS Training",10295
23218,"Digital Forensics",20,"Codecademy",11802
23219,"Competitive Programming",5,"Udacity",6096
23220,"Database Management Systems",11,"IBM Skills",1399
23221,"Ethical Hacking",7,"Udacity",13573
23222,"Responsive Web Design",8,"Cisco Networking Academy",9348
23223,"5G Technology",12,"Cisco Networking Academy",19127
23224,"FPGA Development",14,"HubSpot Academy",4908
23225,"Full Stack Web Development",16,"Salesforce Trailhead",1914
23226,"Big Data Analytics",20,"Google Developers",2266
23227,"Signal Processing",10,"Cisco Networking Academy",19346
23228,"Laravel Framework",30,"LinkedIn Learning",7436
23229,"Video Streaming Technology",11,"Udemy",11047
23230,"Ruby on Rails",10,"IBM Skills",5893
23231,"Image Processing",40,"Pluralsight",16190
23232,"Git Version Control",19,"DataCamp",13236
23233,"Backup Solutions",6,"edX",16577
23234,"R Programming for Data Science",12,"Facebook Blueprint",10792
23235,"Git Version Control",3,"Coursera",5922
23236,"Azure Cloud Services",45,"Udemy",19560
23237,"TypeScript Programming",14,"Stanford Online",18855
23238,"Angular Development",14,"Google Developers",9674
23239,"Docker and Kubernetes",6,"LinkedIn Learning",13706
23240,"Computer Networks",7,"LinkedIn Learning",18107
23241,"Computer Networks",20,"Oracle Academy",17227
23242,"Django Framework",19,"Facebook Blueprint",5620
23243,"Deep Learning",7,"FreeCodeCamp",3286
23244,"Apache Kafka Streaming",15,"Salesforce Trailhead",8322
23245,"Machine Learning Basics",12,"Google Analytics Academy",4675
23246,"Virtual Reality Development",15,"CompTIA",14013
23247,"WebRTC Development",12,"MIT OpenCourseWare",1539
23248,"Digital Forensics",16,"DataCamp",6049
23249,"3D Modeling and Animation",6,"FreeCodeCamp",10133
23250,"Blockchain Development",5,"Facebook Blueprint",14302
23251,"Vue.js Framework",18,"Microsoft Learn",3945
23252,"PHP Web Development",17,"AWS Training",1284
23253,"PyTorch Programming",3,"Skillshare",17239
23254,"Android Development",26,"Harvard Online",8903
23255,"Google Analytics",7,"IBM Skills",1922
23256,"Excel Data Analysis",50,"Pluralsight",6873
23257,"PyTorch Programming",13,"Facebook Blueprint",5313
23258,"Software Testing and QA",16,"Microsoft Learn",14586
23259,"Frontend Web Design",16,"DataCamp",7635
23260,"Competitive Programming",10,"FreeCodeCamp",6386
23261,"Chrome Extension Development",43,"HubSpot Academy",6273
23262,"Technical Writing",9,"IBM Skills",16853
23263,"Full Stack Web Development",19,"HubSpot Academy",19073
23264,"MATLAB Programming",20,"Oracle Academy",8025
23265,"Signal Processing",14,"Udacity",696
23266,"DNS Management",31,"DataCamp",12286
23267,"Jenkins CI/CD",7,"Salesforce Trailhead",13095
23268,"PostgreSQL Advanced",9,"Oracle Academy",1093
23269,"Full Stack Web Development",6,"Khan Academy",6503
23270,"Database Management Systems",12,"Salesforce Trailhead",2970
23271,"CDN Configuration",19,"Coursera",6490
23272,"Vue.js Framework",10,"FreeCodeCamp",3183
23273,"Business Intelligence",3,"Google Developers",2477
23274,"Functional Programming",16,"Salesforce Trailhead",19482
23275,"Computer Networks",9,"IBM Skills",18112
23276,"Payment Gateway Integration",11,"Facebook Blueprint",3876
23277,"Power BI Analytics",16,"edX",16226
23278,"Data Science with Python",8,"LinkedIn Learning",4069
23279,"Cryptography Fundamentals",10,"IBM Skills",10717
23280,"Firewall Management",12,"Coursera",15095
23281,"Cloud Computing with AWS",49,"DataCamp",3978
23282,"Scala Programming",17,"Oracle Academy",12968
23283,"UI/UX Design Principles",6,"Udacity",18619
23284,"Flask Development",20,"edX",15595
23285,"Software Architecture",11,"Microsoft Learn",2857
23286,"Android Development",8,"Pluralsight",4381
23287,"Compiler Design",20,"Stanford Online",3140
23288,"TCP/IP Networking",50,"Coursera",14572
23289,"Web Development Fundamentals",4,"CompTIA",8311
23290,"Compiler Design",5,"Microsoft Learn",16722
23291,"Big Data Analytics",19,"HubSpot Academy",5703
23292,"Email Server Administration",14,"DataCamp",11493
23293,"REST API Design",5,"Harvard Online",17733
23294,"System Design",6,"Google Developers",11647
23295,"Jenkins CI/CD",5,"Oracle Academy",10883
23296,"PHP Web Development",19,"Pluralsight",4564
23297,"Flask Development",47,"LinkedIn Learning",8303
23298,"API Documentation",4,"Codecademy",11009
23299,"Design Patterns",16,"CompTIA",19287
23300,"Power BI Analytics",4,"CompTIA",11116
23301,"Augmented Reality",19,"Facebook Blueprint",6447
23302,"Technical Writing",19,"CompTIA",1745
23303,"Business Intelligence",46,"Stanford Online",16627
23304,"WebRTC Development",22,"Google Developers",8447
23305,"Jenkins CI/CD",30,"Cisco Networking Academy",10605
23306,"Docker and Kubernetes",17,"Facebook Blueprint",5804
23307,"Socket Programming",17,"HubSpot Academy",763
23308,"TensorFlow Development",7,"Oracle Academy",1469
23309,"Web Development Fundamentals",28,"Facebook Blueprint",858
23310,"Refactoring Techniques",4,"Microsoft Learn",6601
23311,"Audio Engineering",7,"AWS Training",11588
23312,"Serverless Computing",7,"Udacity",8884
23313,"Rust Programming",3,"Pluralsight",5727
23314,"Swift Programming",18,"Pluralsight",9615
23315,"5G Technology",13,"Khan Academy",9003
23316,"Computer Networks",3,"Cisco Networking Academy",18845
23317,"Software Testing and QA",3,"Harvard Online",6724
23318,"API Development and Integration",3,"Harvard Online",19946
23319,"Design Patterns",17,"Facebook Blueprint",10802
23320,"TCP/IP Networking",4,"Oracle Academy",9122
23321,"Robotics Programming",11,"IBM Skills",2006
23322,"Blockchain Development",10,"MIT OpenCourseWare",14986
23323,"R Programming for Data Science",13,"DataCamp",15836
23324,"Docker and Kubernetes",7,"Google Developers",12495
23325,"Solidity Programming",44,"Oracle Academy",1557
23326,"Data Visualization",15,"Udemy",6831
23327,"System Design",6,"Coursera",8880
23328,"Swift Programming",7,"Khan Academy",4376
23329,"Design Patterns",10,"Google Developers",8667
23330,"Competitive Programming",9,"edX",10267
23331,"Excel Data Analysis",22,"LinkedIn Learning",12265
23332,"Shopify Theme Development",15,"Coursera",3093
23333,"Cloud Architecture",15,"Coursera",8706
23334,"WordPress Development",8,"Oracle Academy",13613
23335,"PHP Web Development",14,"Pluralsight",16006
23336,"API Documentation",46,"Salesforce Trailhead",4082
23337,"System Design",35,"Facebook Blueprint",17471
23338,"TensorFlow Development",15,"Khan Academy",9550
23339,"Cloud Computing with AWS",10,"Microsoft Learn",674
23340,"Load Balancing",30,"edX",674
23341,"Django Framework",41,"Cisco Networking Academy",12683
23342,"R Programming for Data Science",9,"AWS Training",10812
23343,"Game Development",7,"Udacity",4598
23344,"Kotlin Programming",19,"Google Developers",11448
23345,"iOS Development",32,"Skillshare",14168
23346,"Go Programming",4,"edX",8692
23347,"Responsive Web Design",6,"Skillshare",16830
23348,"WordPress Development",11,"Khan Academy",10351
23349,"Git Version Control",18,"IBM Skills",14050
23350,"TypeScript Programming",17,"Google Developers",16150
23351,"Clean Code Principles",13,"Facebook Blueprint",8887
23352,"Redis Cache Management",18,"Skillshare",1325
23353,"Load Balancing",17,"Salesforce Trailhead",13736
23354,"WebRTC Development",17,"Stanford Online",5627
23355,"Ansible Automation",19,"DataCamp",9066
23356,"Tableau Certification",6,"Cisco Networking Academy",4319
23357,"Cloud Architecture",45,"CompTIA",1320
23358,"Power BI Analytics",20,"Udemy",17572
23359,"Terraform Infrastructure",12,"Cisco Networking Academy",4028
23360,"TensorFlow Development",22,"Codecademy",10895
23361,"Blockchain Development",18,"Khan Academy",2654
23362,"DNS Management",3,"Facebook Blueprint",8306
23363,"Big Data Analytics",13,"Coursera",1654
23364,"Data Visualization",19,"AWS Training",18330
23365,"FPGA Development",5,"Oracle Academy",9640
23366,"Intrusion Detection Systems",7,"edX",16021
23367,"Network Security",3,"Harvard Online",4156
23368,"Load Balancing",8,"Harvard Online",6964
23369,"Unreal Engine",22,"Oracle Academy",2749
23370,"Shopify Theme Development",5,"HubSpot Academy",10589
23371,"Edge Computing",18,"HubSpot Academy",2306
23372,"Signal Processing",8,"IBM Skills",5353
23373,"Progressive Web Apps",8,"Udemy",7850
23374,"Compiler Design",39,"IBM Skills",887
23375,"Cryptography Fundamentals",16,"HubSpot Academy",18323
23376,"React Native Development",15,"Cisco Networking Academy",13126
23377,"Angular Development",31,"Cisco Networking Academy",11306
23378,"Web Application Security",8,"Pluralsight",2332
23379,"DNS Management",18,"Codecademy",15411
23380,"5G Technology",10,"Khan Academy",9959
23381,"Ethical Hacking",8,"edX",8999
23382,"Disaster Recovery",20,"edX",1747
23383,"Redis Cache Management",43,"Stanford Online",2040
23384,"Database Management Systems",4,"Google Developers",7654
23385,"Keras Neural Networks",10,"Oracle Academy",16274
23386,"Artificial Intelligence Fundamentals",17,"FreeCodeCamp",8572
23387,"Payment Gateway Integration",19,"Cisco Networking Academy",5380
23388,"Elasticsearch Development",34,"Coursera",11357
23389,"SQL Database Design",4,"edX",18975
23390,"CDN Configuration",8,"Oracle Academy",17794
23391,"Signal Processing",50,"Udemy",1930
23392,"MySQL Administration",10,"Salesforce Trailhead",11632
23393,"Go Programming",19,"edX",14753
23394,"SQL Database Design",16,"Coursera",19041
23395,"API Documentation",3,"Stanford Online",17371
23396,"TensorFlow Development",9,"Microsoft Learn",4510
23397,"Ethereum Smart Contracts",5,"edX",11404
23398,"Clean Code Principles",7,"Udemy",7745
23399,"Edge Computing",14,"Stanford Online",3673
23400,"TypeScript Programming",20,"Google Analytics Academy",6909
23401,"Edge Computing",4,"MIT OpenCourseWare",15317
23402,"Django Framework",13,"Google Analytics Academy",5525
23403,"Internet of Things (IoT)",19,"Cisco Networking Academy",5783
23404,"Vue.js Framework",39,"CompTIA",9073
23405,"Rust Programming",27,"Facebook Blueprint",741
23406,"Unity Game Engine",14,"LinkedIn Learning",7143
23407,"Artificial Intelligence Fundamentals",11,"Pluralsight",7469
23408,"Microservices Architecture",17,"Stanford Online",4529
23409,"Functional Programming",18,"Google Analytics Academy",4283
23410,"RabbitMQ Messaging",11,"IBM Skills",6232
23411,"Laravel Framework",7,"Facebook Blueprint",3630
23412,"Signal Processing",17,"IBM Skills",15429
23413,"Game Development",17,"FreeCodeCamp",4896
23414,"Compiler Design",16,"Pluralsight",13859
23415,"Linux System Administration",20,"AWS Training",10510
23416,"Information Security",12,"Skillshare",19438
23417,"Flask Development",29,"Harvard Online",10689
23418,"Cloud Computing with AWS",8,"Stanford Online",862
23419,"Go Programming",3,"Pluralsight",16572
23420,"Object-Oriented Programming",12,"Oracle Academy",7109
23421,"CDN Configuration",20,"Codecademy",5520
23422,"Email Server Administration",7,"Google Developers",4908
23423,"Game Development",17,"MIT OpenCourseWare",17667
23424,"Database Management Systems",17,"CompTIA",12391
23425,"Android Development",12,"HubSpot Academy",9955
23426,"SQL Database Design",12,"Udacity",18371
23427,"Quantum Computing",3,"Coursera",8894
23428,"iOS Development",44,"AWS Training",6103
23429,"Cloud Architecture",12,"LinkedIn Learning",14073
23430,"Cybersecurity Essentials",26,"DataCamp",17694
23431,"Web3 Development",18,"Google Analytics Academy",18598
23432,"Technical Writing",40,"Cisco Networking Academy",826
23433,"Google Cloud Platform",7,"Codecademy",16568
23434,"Web Development Fundamentals",7,"Facebook Blueprint",7521
23435,"API Development and Integration",39,"CompTIA",2072
23436,"Serverless Computing",36,"CompTIA",12232
23437,"MongoDB Database",8,"DataCamp",12370
23438,"Blockchain Development",12,"CompTIA",2103
23439,"Docker and Kubernetes",48,"Khan Academy",3977
23440,"Distributed Systems",13,"AWS Training",16186
23441,"Computer Vision",5,"IBM Skills",3775
23442,"Vue.js Framework",46,"IBM Skills",2115
23443,"Database Management Systems",7,"Oracle Academy",366
23444,"Statistical Analysis",16,"Khan Academy",3292
23445,"Embedded Systems",7,"HubSpot Academy",468
23446,"MATLAB Programming",11,"Pluralsight",6759
23447,"Full Stack Web Development",13,"Skillshare",10759
23448,"Django Framework",11,"Cisco Networking Academy",3393
23449,"Virtual Reality Development",15,"AWS Training",10565
23450,"Apache Kafka Streaming",8,"MIT OpenCourseWare",4425
23451,"Excel Data Analysis",4,"Harvard Online",19446
23452,"Statistical Analysis",14,"FreeCodeCamp",17981
23453,"React Native Development",12,"Harvard Online",712
23454,"Business Intelligence",10,"Udemy",15900
