ba_ID,ex_ID,BatchExamDate
243,2647,11/25/2004
243,3884,12/12/2004
243,4043,1/2/2005
244,1301,10/17/2004
244,1596,3/2/2005
244,2114,5/21/2005
244,1082,5/1/2005
244,3272,5/3/2005
244,4346,12/16/2004
244,4480,2/11/2005
244,3129,5/11/2005
244,1688,6/9/2005
244,135,4/19/2005
244,705,2/18/2005
244,1977,5/2/2005
245,437,10/13/2004
245,2541,10/21/2004
245,3253,5/23/2005
245,3297,6/9/2005
245,3444,2/7/2005
245,3632,2/22/2005
245,607,3/20/2005
245,4241,11/26/2004
245,2683,10/31/2004
245,2123,3/5/2005
245,1980,6/16/2005
246,608,10/11/2004
246,1595,1/9/2005
246,2301,5/14/2005
246,4753,6/20/2005
246,4834,2/4/2005
246,2182,4/24/2005
246,1256,10/21/2004
246,3184,2/18/2005
246,3108,3/29/2005
246,4187,6/21/2005
246,4366,11/1/2004
246,1137,6/24/2005
246,3043,5/26/2005
246,1583,11/15/2004
247,734,10/20/2004
247,1001,12/30/2004
247,1038,6/23/2005
247,1295,10/30/2004
247,2394,10/24/2004
247,2850,11/1/2004
247,3773,12/11/2004
247,3960,4/13/2005
247,4525,10/1/2004
247,4550,10/17/2004
248,1827,11/21/2004
248,2225,1/26/2005
248,3341,10/4/2004
248,4143,6/13/2005
248,4218,4/15/2005
248,4597,4/22/2005
248,4649,5/10/2005
249,585,3/19/2005
249,884,5/23/2005
249,1139,5/31/2005
249,1633,6/16/2005
249,2500,2/24/2005
249,4106,5/16/2005
249,1726,5/24/2005
249,2992,2/22/2005
249,2442,12/24/2004
249,2897,5/6/2005
249,4387,12/21/2004
249,1820,10/17/2004
250,441,3/13/2005
250,473,3/10/2005
250,605,10/11/2004
250,846,2/5/2005
250,990,3/9/2005
250,1405,11/22/2004
250,1442,4/27/2005
250,1807,11/22/2004
250,2057,5/18/2005
250,2326,12/7/2004
250,2495,2/15/2005
250,3014,2/6/2005
250,3557,11/29/2004
250,4276,11/14/2004
251,329,11/24/2004
251,485,1/12/2005
251,2374,12/8/2004
251,2759,5/24/2005
251,4607,6/28/2005
252,891,12/26/2004
252,1051,11/27/2004
252,1626,5/7/2005
252,3314,3/2/2005
252,3750,10/23/2004
252,4427,6/1/2005
252,3895,6/17/2005
252,810,4/4/2005
252,2935,4/14/2005
252,1935,10/22/2004
252,1220,3/15/2005
252,3972,1/15/2005
253,92,3/30/2005
253,2981,2/1/2005
253,4650,5/3/2005
253,2769,1/15/2005
253,3781,1/2/2005
253,1175,3/15/2005
253,1227,4/18/2005
253,3750,10/8/2004
253,3818,2/24/2005
253,3850,5/9/2005
254,451,1/10/2005
254,749,1/15/2005
254,1880,6/7/2005
254,2065,10/12/2004
254,2156,11/20/2004
254,4098,6/21/2005
254,4354,5/23/2005
255,253,12/11/2004
255,569,10/19/2004
255,594,3/17/2005
255,1703,4/27/2005
255,2685,11/24/2004
255,3262,3/15/2005
255,4506,6/2/2005
255,4787,2/16/2005
255,916,5/17/2005
255,3153,10/17/2004
255,97,3/31/2005
255,3388,12/21/2004
255,3137,4/11/2005
256,2467,1/1/2005
256,2641,5/3/2005
256,2990,3/10/2005
256,3724,12/19/2004
256,3860,1/12/2005
256,3932,12/12/2004
256,3149,12/7/2004
256,3843,5/29/2005
256,279,10/18/2004
256,2424,3/26/2005
256,2208,6/7/2005
256,4372,5/24/2005
256,399,2/22/2005
256,3213,3/3/2005
257,748,12/19/2004
257,1048,7/1/2005
257,1443,5/31/2005
257,2660,12/16/2004
257,3301,5/20/2005
257,3556,6/28/2005
258,113,6/17/2005
258,2653,1/18/2005
258,2887,12/31/2004
258,3308,6/16/2005
258,3522,3/25/2005
258,4877,11/9/2004
258,2168,3/3/2005
258,14,11/6/2004
258,1367,4/5/2005
258,3493,12/8/2004
258,2151,4/3/2005
258,1073,4/12/2005
258,1119,10/18/2004
258,149,1/23/2005
258,370,2/25/2005
259,112,10/10/2004
259,481,5/6/2005
259,536,10/21/2004
259,1375,1/5/2005
259,1426,5/26/2005
259,1530,3/17/2005
259,1772,4/1/2005
259,2554,5/11/2005
259,3564,6/13/2005
260,1114,3/1/2005
260,1505,6/5/2005
260,1575,10/8/2004
260,1780,5/17/2005
260,1896,1/19/2005
260,2048,6/8/2005
260,2486,12/16/2004
260,4551,4/8/2005
261,1031,12/20/2004
261,1567,3/26/2005
261,2329,4/9/2005
261,2709,3/9/2005
261,4021,2/2/2005
261,4303,12/2/2004
261,4614,12/27/2004
261,4878,4/6/2005
262,716,12/23/2004
262,1145,3/4/2005
262,1291,11/13/2004
262,2956,3/30/2005
262,3033,4/9/2005
262,3393,1/17/2005
262,3704,3/5/2005
263,72,5/15/2005
263,1544,6/29/2005
263,2614,5/19/2005
263,3376,10/17/2004
263,4092,5/1/2005
263,4830,5/26/2005
263,783,2/20/2005
264,526,11/6/2004
264,1092,11/17/2004
264,1729,11/24/2004
264,2264,5/2/2005
264,3871,6/13/2005
264,4472,5/26/2005
265,738,10/13/2004
265,1423,11/29/2004
265,1723,4/2/2005
265,2809,11/14/2004
265,3170,3/22/2005
265,4283,12/18/2004
265,297,10/13/2004
265,3843,6/23/2005
265,2333,12/14/2004
265,4347,12/12/2004
265,4417,4/22/2005
265,3604,6/8/2005
265,1471,12/21/2004
266,160,4/26/2005
266,296,2/12/2005
266,304,12/18/2004
266,917,4/19/2005
266,1374,5/7/2005
266,1907,1/7/2005
266,2174,3/27/2005
266,2777,3/20/2005
266,3029,2/7/2005
266,3618,10/11/2004
266,3709,10/6/2004
267,429,5/30/2006
267,1035,11/23/2005
267,1479,12/10/2005
267,1799,12/25/2005
267,1953,2/9/2006
267,2327,12/10/2005
267,2601,5/23/2006
267,2827,12/26/2005
267,2958,12/4/2005
267,3041,3/10/2006
267,3386,6/15/2006
267,4746,4/29/2006
268,42,5/11/2006
268,462,1/23/2006
268,974,5/11/2006
268,2748,1/19/2006
268,3937,4/20/2006
268,3954,3/17/2006
268,3996,11/19/2005
268,4233,11/3/2005
268,4282,6/11/2006
268,4376,4/14/2006
269,768,4/27/2006
269,830,11/8/2005
269,845,2/18/2006
269,2866,6/25/2006
269,3717,10/19/2005
269,4679,1/9/2006
269,3148,1/31/2006
269,515,1/7/2006
270,593,11/1/2005
270,861,2/14/2006
270,1142,4/9/2006
270,1369,3/1/2006
270,1874,12/6/2005
270,2833,12/2/2005
270,3452,10/31/2005
271,268,4/10/2006
271,602,12/10/2005
271,1168,12/27/2005
271,2487,10/4/2005
271,2586,4/16/2006
271,4583,2/18/2006
271,3057,1/30/2006
271,2557,5/16/2006
271,802,10/7/2005
271,4533,4/6/2006
271,605,11/3/2005
272,414,11/19/2005
272,1671,6/24/2006
272,3598,2/17/2006
272,3797,4/21/2006
272,4392,5/15/2006
272,5,11/16/2005
272,3408,11/9/2005
272,2519,11/16/2005
272,2116,1/10/2006
272,4274,5/16/2006
272,3115,12/2/2005
272,2010,11/16/2005
272,833,1/12/2006
272,2700,2/20/2006
273,627,11/18/2005
273,1011,1/28/2006
273,1280,1/13/2006
273,1448,2/12/2006
273,2898,10/20/2005
273,3264,6/28/2006
273,2622,12/16/2005
274,692,12/3/2005
274,1771,3/12/2006
274,1927,4/5/2006
274,1988,2/21/2006
274,2366,12/22/2005
274,3106,1/3/2006
274,3514,11/3/2005
274,3682,6/6/2006
274,3963,10/16/2005
274,4369,12/24/2005
274,4501,5/7/2006
274,4708,3/17/2006
275,1413,4/21/2006
275,3005,5/26/2006
275,3842,11/12/2005
275,4324,2/12/2006
275,4731,12/1/2005
275,4751,4/8/2006
275,3229,3/7/2006
275,2373,2/5/2006
275,2591,12/7/2005
275,4065,5/22/2006
276,817,4/5/2006
276,1298,6/2/2006
276,2246,4/21/2006
276,2622,1/27/2006
276,2892,11/10/2005
276,3607,5/12/2006
276,4820,1/8/2006
276,662,11/5/2005
276,2044,1/1/2006
276,1414,5/26/2006
276,2085,12/14/2005
276,3530,11/10/2005
277,402,1/17/2006
277,1903,1/3/2006
277,2162,6/27/2006
277,2888,5/3/2006
277,3275,11/25/2005
277,4391,10/12/2005
277,4775,1/8/2006
277,681,12/24/2005
277,3766,4/19/2006
277,432,12/23/2005
277,3489,10/8/2005
277,2487,3/5/2006
277,675,10/5/2005
278,47,12/18/2005
278,135,10/17/2005
278,423,11/28/2005
278,890,6/12/2006
278,1968,12/18/2005
278,2212,11/5/2005
278,2342,3/19/2006
278,2494,4/29/2006
278,2686,6/11/2006
278,3069,6/6/2006
278,3736,4/9/2006
278,791,3/8/2006
278,2059,12/18/2005
279,406,10/3/2005
279,511,2/25/2006
279,3052,3/10/2006
279,3156,12/15/2005
279,3241,6/20/2006
279,3666,10/14/2005
279,4097,6/3/2006
279,1424,3/14/2006
279,4145,4/15/2006
279,4091,3/22/2006
279,4309,6/8/2006
279,1199,6/24/2006
279,2019,6/26/2006
279,2809,12/7/2005
280,260,10/26/2005
280,648,10/9/2005
280,1342,11/27/2005
280,1446,3/1/2006
280,2276,5/24/2006
280,2574,10/2/2005
280,2989,6/11/2006
280,2991,12/16/2005
280,3198,11/20/2005
280,3250,3/27/2006
280,3304,1/9/2006
281,2312,4/22/2006
281,3745,12/25/2005
281,2683,11/19/2005
281,1722,5/9/2006
281,737,6/7/2006
281,1977,4/13/2006
281,1994,10/18/2005
281,2663,1/29/2006
281,3545,5/31/2006
281,518,12/7/2005
282,20,6/6/2006
282,332,1/9/2006
282,1928,12/6/2005
282,3477,3/27/2006
282,4277,5/21/2006
282,4452,4/22/2006
282,4504,11/28/2005
282,4318,12/1/2005
282,1307,12/23/2005
282,13,3/4/2006
282,1311,2/12/2006
282,686,1/22/2006
282,1057,10/10/2005
283,1377,5/1/2006
283,4554,11/9/2005
283,1111,10/22/2005
283,1178,1/18/2006
283,4692,3/1/2006
283,785,11/11/2005
283,663,5/30/2006
284,421,10/28/2005
284,1128,6/12/2006
284,2210,2/4/2006
284,2772,10/6/2005
284,2899,11/18/2005
284,3489,10/30/2005
284,3715,3/22/2006
284,4652,5/14/2006
284,3404,6/22/2006
285,4467,11/22/2005
285,904,12/2/2005
285,1421,2/23/2006
285,3751,3/27/2006
285,2227,11/7/2005
285,110,5/21/2006
285,3199,3/21/2006
285,802,1/10/2006
285,2370,5/21/2006
285,2209,3/28/2006
285,3035,3/28/2006
286,317,2/10/2006
286,740,6/19/2006
286,1332,4/9/2006
286,2192,5/13/2006
286,2566,10/9/2005
286,3070,4/8/2006
286,4256,3/17/2006
286,4726,5/28/2006
286,3730,10/22/2005
286,1352,12/11/2005
287,62,12/11/2005
287,424,3/27/2006
287,531,4/3/2006
287,620,3/8/2006
287,2061,2/19/2006
287,2148,3/19/2006
287,2666,4/28/2006
287,3723,6/13/2006
287,4678,12/19/2005
287,2413,2/14/2006
288,86,3/25/2006
288,1283,11/3/2005
288,1440,4/28/2006
288,1791,12/12/2005
288,3387,10/23/2005
289,449,4/28/2006
289,741,12/10/2005
289,1223,4/17/2006
289,3835,4/24/2006
289,2653,3/14/2006
289,1353,10/29/2005
289,1866,12/29/2005
289,3888,1/31/2006
289,1099,6/2/2006
289,4592,10/2/2005
289,195,2/23/2006
289,337,11/4/2005
289,4576,3/18/2006
290,777,3/5/2006
290,1144,2/26/2006
290,1884,4/4/2006
290,1994,4/24/2006
290,2106,2/11/2006
290,2187,4/21/2006
290,2753,2/2/2006
290,3471,5/16/2006
290,4231,6/15/2006
291,553,12/26/2006
291,1411,1/26/2007
291,2522,11/2/2006
291,2572,1/16/2007
291,1254,6/16/2007
291,2053,11/27/2006
291,512,5/1/2007
291,3898,4/1/2007
291,4625,4/29/2007
291,2106,12/24/2006
291,4060,6/12/2007
292,335,11/10/2006
292,1846,5/1/2007
292,2671,1/14/2007
292,3257,11/1/2006
292,4112,1/17/2007
292,4211,12/7/2006
292,869,2/13/2007
292,1069,4/21/2007
292,266,1/29/2007
292,1502,12/16/2006
292,4350,3/18/2007
292,2,2/7/2007
292,3389,2/26/2007
292,3142,6/14/2007
292,2976,6/9/2007
293,606,1/16/2007
293,1204,1/15/2007
293,1451,2/26/2007
293,1787,3/26/2007
293,2226,4/18/2007
293,3581,6/5/2007
293,3807,2/27/2007
293,4138,10/14/2006
293,4721,6/15/2007
293,1594,5/23/2007
294,2680,5/6/2007
294,3251,5/2/2007
294,3926,11/18/2006
294,2307,10/12/2006
294,4003,11/11/2006
294,2474,10/9/2006
294,3988,3/3/2007
294,4181,4/12/2007
294,2120,5/24/2007
294,1009,10/13/2006
295,1636,11/13/2006
295,1908,1/2/2007
295,2171,11/1/2006
295,3214,1/16/2007
295,4039,1/31/2007
295,4793,4/7/2007
296,411,5/28/2007
296,729,2/21/2007
296,796,6/11/2007
296,2651,5/12/2007
296,4340,3/19/2007
296,3617,10/23/2006
296,723,2/9/2007
296,3139,6/9/2007
296,279,5/9/2007
297,309,10/6/2006
297,2699,4/13/2007
297,4234,3/22/2007
297,4740,10/22/2006
297,4000,6/16/2007
297,3597,1/12/2007
297,2351,6/13/2007
297,722,11/19/2006
297,4641,4/9/2007
297,70,3/6/2007
298,425,11/1/2006
298,825,4/16/2007
298,2140,10/16/2006
298,3266,5/25/2007
298,3449,6/22/2007
298,4353,12/29/2006
299,1151,1/21/2007
299,1773,3/6/2007
299,2627,1/4/2007
299,4557,3/17/2007
299,4577,5/18/2007
299,4664,6/6/2007
299,1115,3/25/2007
299,4837,4/30/2007
300,1489,2/20/2007
300,3338,4/22/2007
300,3363,3/14/2007
300,3544,2/16/2007
300,4345,12/27/2006
300,1587,10/23/2006
300,2416,4/5/2007
300,3451,3/23/2007
300,202,1/1/2007
301,129,7/1/2007
301,670,5/23/2007
301,714,10/3/2006
301,753,1/4/2007
301,854,2/9/2007
301,1386,6/18/2007
301,2028,12/30/2006
301,3068,5/12/2007
301,3245,4/22/2007
301,3465,4/24/2007
301,3699,1/23/2007
301,3720,2/9/2007
301,3761,10/16/2006
301,4159,6/6/2007
301,4661,1/20/2007
302,380,2/7/2007
302,2247,12/17/2006
302,2928,10/12/2006
302,3528,2/4/2007
302,3787,5/16/2007
303,513,6/12/2007
303,693,4/23/2007
303,1054,12/22/2006
303,1212,1/19/2007
303,1831,10/1/2006
303,1875,4/3/2007
303,3279,1/31/2007
303,4111,3/13/2007
303,4831,4/5/2007
303,3811,1/19/2007
304,326,6/21/2007
304,401,10/4/2006
304,928,5/20/2007
304,2049,1/1/2007
304,2483,6/18/2007
304,2648,5/26/2007
304,3930,3/28/2007
304,4081,11/3/2006
304,2817,4/22/2007
304,1467,11/20/2006
304,2665,12/19/2006
304,882,12/19/2006
304,4039,6/20/2007
305,607,11/15/2006
305,790,11/10/2006
305,1244,1/31/2007
305,2283,1/28/2007
305,2538,12/3/2006
305,2784,12/3/2006
305,3231,6/6/2007
305,3400,1/12/2007
305,3551,2/6/2007
305,3646,4/19/2007
305,4407,12/6/2006
305,4479,10/27/2006
306,101,4/6/2007
306,192,12/20/2006
306,1749,11/1/2006
306,1941,10/1/2006
306,2203,6/16/2007
306,3651,2/26/2007
306,3900,4/15/2007
306,2077,1/24/2007
306,3375,12/7/2006
306,7,6/10/2007
306,1592,3/10/2007
306,4397,12/1/2006
306,181,2/17/2007
307,863,1/31/2007
307,2010,1/13/2007
307,3494,12/29/2006
307,4019,10/12/2006
307,4309,11/28/2006
307,2326,2/6/2007
307,1671,6/9/2007
307,3966,2/12/2007
307,2246,12/3/2006
307,4160,5/4/2007
307,2630,3/10/2007
308,1549,2/9/2007
308,2322,5/31/2007
308,3061,1/8/2007
308,3197,11/5/2006
308,3512,11/13/2006
308,4517,3/12/2007
309,65,12/11/2006
309,525,6/28/2007
309,1189,2/26/2007
309,3162,4/22/2007
309,3771,2/14/2007
309,4244,1/15/2007
309,4457,4/30/2007
309,4085,6/3/2007
309,2356,4/10/2007
309,3577,3/22/2007
309,2874,1/3/2007
309,637,6/3/2007
309,333,5/20/2007
310,52,4/10/2007
310,168,4/16/2007
310,216,2/11/2007
310,288,1/17/2007
310,943,4/1/2007
310,2252,1/4/2007
310,3379,3/28/2007
310,3922,4/3/2007
310,4132,4/13/2007
310,4572,10/20/2006
311,756,6/10/2007
311,1169,1/8/2007
311,1504,2/5/2007
311,1891,4/19/2007
311,2260,10/15/2006
311,3213,2/10/2007
311,3595,6/11/2007
311,2747,4/8/2007
312,1841,4/6/2007
312,3839,12/7/2006
312,4114,10/13/2006
312,4574,4/17/2007
312,4623,6/22/2007
312,4629,5/6/2007
312,151,11/18/2006
312,4653,10/23/2006
312,4612,10/12/2006
312,68,6/7/2007
312,3424,10/13/2006
312,2147,4/5/2007
312,2432,3/4/2007
312,3661,4/28/2007
312,1036,2/15/2007
313,3208,3/12/2007
313,4008,3/30/2007
313,4770,1/24/2007
313,4829,4/7/2007
313,2423,11/13/2006
313,312,12/24/2006
314,171,12/22/2006
314,3783,10/21/2006
314,3903,5/16/2007
314,594,11/2/2006
314,855,11/29/2006
314,3363,3/27/2007
314,4247,10/20/2006
314,2552,10/26/2006
314,4597,1/15/2007
314,3439,10/19/2006
314,3083,12/8/2006
314,4212,1/25/2007
314,2441,3/17/2007
314,662,1/19/2007
315,515,11/15/2006
315,1583,5/2/2007
315,2043,5/14/2007
315,2414,12/17/2006
315,2530,5/8/2007
315,3990,1/8/2007
315,4259,12/27/2006
315,4449,10/31/2006
315,1268,3/6/2007
315,4309,5/3/2007
316,412,7/1/2007
316,563,1/9/2007
316,2073,5/20/2007
316,2919,10/3/2006
316,3523,11/17/2006
316,3742,11/2/2006
316,4204,10/25/2006
316,4498,12/5/2006
317,1362,1/10/2007
317,2341,1/24/2007
317,1815,3/12/2007
317,1695,4/26/2007
317,542,10/6/2006
317,1295,1/16/2007
317,1567,2/4/2007
317,2158,4/20/2007
317,4243,4/27/2007
317,1311,6/30/2007
317,2907,11/4/2006
317,2477,3/15/2007
317,4639,6/11/2007
317,4553,10/29/2006
318,2099,10/3/2006
318,3310,1/17/2007
318,4033,4/5/2007
318,4632,1/4/2007
318,3149,3/15/2007
318,4257,3/1/2007
318,456,12/23/2006
318,1228,4/29/2007
318,4637,2/11/2007
318,3462,3/25/2007
318,586,1/26/2007
318,3375,2/17/2007
318,1699,6/10/2007
318,2398,11/29/2006
319,909,4/9/2008
319,1343,11/19/2007
319,1513,5/17/2008
319,1948,6/3/2008
319,2202,11/28/2007
319,2968,10/19/2007
319,4243,5/8/2008
320,123,6/24/2008
320,346,2/1/2008
320,591,6/13/2008
320,1037,4/10/2008
320,1271,6/3/2008
320,1508,11/3/2007
320,2492,4/3/2008
320,3243,4/6/2008
320,4145,4/3/2008
320,4705,4/5/2008
320,2247,11/6/2007
320,4834,6/3/2008
320,1243,4/22/2008
320,3633,3/17/2008
320,1796,4/20/2008
321,3172,4/17/2008
321,4777,6/24/2008
321,601,11/8/2007
321,1623,2/18/2008
321,732,2/23/2008
322,1180,12/8/2007
322,2009,5/9/2008
322,2673,4/20/2008
322,3222,4/19/2008
322,3344,5/1/2008
322,3678,1/4/2008
322,4626,11/7/2007
322,4729,6/23/2008
322,2954,10/2/2007
322,390,6/28/2008
322,2364,11/25/2007
322,4868,5/6/2008
322,1255,4/12/2008
323,164,6/22/2008
323,739,12/25/2007
323,1150,5/13/2008
323,2568,6/15/2008
323,3054,4/17/2008
323,3492,4/9/2008
323,3698,2/7/2008
324,1902,5/26/2008
324,2521,12/18/2007
324,3766,5/3/2008
324,3999,11/28/2007
324,4189,3/13/2008
324,4475,5/13/2008
324,4711,12/17/2007
325,10,2/19/2008
325,342,10/23/2007
325,428,1/28/2008
325,528,11/4/2007
325,1010,1/20/2008
325,1258,2/16/2008
325,2412,6/13/2008
325,3659,2/18/2008
325,3995,10/16/2007
325,4028,10/8/2007
326,616,12/11/2007
326,682,4/21/2008
326,1262,3/28/2008
326,1574,12/19/2007
326,2059,12/27/2007
326,3130,10/11/2007
326,4060,12/30/2007
326,4493,5/28/2008
327,621,12/26/2007
327,622,10/14/2007
327,783,6/24/2008
327,985,3/17/2008
327,994,1/18/2008
327,1253,11/3/2007
327,3657,12/27/2007
327,3950,4/7/2008
327,4438,10/12/2007
328,284,5/3/2008
328,560,5/9/2008
328,1829,12/2/2007
328,2551,10/15/2007
328,3080,12/23/2007
328,3298,10/10/2007
328,4559,6/30/2008
328,937,5/30/2008
328,1619,6/16/2008
328,1781,3/19/2008
328,4820,5/26/2008
328,1287,1/15/2008
328,1672,4/24/2008
329,1531,5/9/2008
329,1857,2/13/2008
329,2051,1/24/2008
329,2450,12/17/2007
329,3367,3/29/2008
329,3790,6/2/2008
330,27,10/13/2007
330,77,1/26/2008
330,193,5/12/2008
330,334,2/3/2008
330,1651,4/2/2008
330,3176,1/7/2008
330,3876,1/27/2008
330,4263,6/20/2008
330,4368,11/24/2007
331,298,5/25/2008
331,1656,5/3/2008
331,1850,5/10/2008
331,2052,12/11/2007
331,3011,10/12/2007
331,3228,11/7/2007
331,3673,1/24/2008
331,4424,10/16/2007
332,395,11/7/2007
332,1944,6/18/2008
332,1991,1/28/2008
332,2222,2/6/2008
332,2581,3/15/2008
332,2914,1/25/2008
332,3291,3/26/2008
333,1587,5/14/2008
333,1975,6/12/2008
333,1992,2/27/2008
333,2274,10/22/2007
333,3015,4/27/2008
333,4135,3/23/2008
333,1773,4/13/2008
333,35,4/24/2008
334,2657,1/2/2008
334,2970,11/3/2007
334,4174,10/15/2007
334,4311,1/11/2008
334,4576,11/7/2007
334,2338,12/28/2007
334,2890,12/22/2007
334,2147,5/9/2008
334,2679,6/24/2008
334,4550,6/6/2008
334,4039,5/13/2008
334,4659,2/2/2008
334,327,3/31/2008
334,849,1/28/2008
334,1838,10/18/2007
335,810,6/18/2008
335,934,11/25/2007
335,1096,5/21/2008
335,2172,4/23/2008
335,2315,11/3/2007
335,3078,12/26/2007
335,3590,3/7/2008
335,3685,3/14/2008
335,3700,4/5/2008
336,678,4/3/2008
336,1084,2/4/2008
336,1161,3/1/2008
336,1687,11/28/2007
336,3753,12/19/2007
336,3911,4/3/2008
336,3043,3/6/2008
336,2537,4/25/2008
336,4320,11/7/2007
336,3532,12/26/2007
336,1853,12/8/2007
336,2351,5/28/2008
336,1533,2/26/2008
336,4817,6/19/2008
337,543,10/2/2007
337,1028,6/8/2008
337,2112,2/2/2008
337,2619,5/7/2008
337,2877,1/12/2008
337,3394,2/3/2008
337,1822,11/6/2007
337,3901,11/1/2007
338,444,1/7/2008
338,2411,5/13/2008
338,2674,10/12/2007
338,4128,6/20/2008
338,4169,5/20/2008
338,2007,12/20/2007
338,3783,5/23/2008
338,4599,12/30/2007
338,4077,4/4/2008
339,361,10/20/2007
339,556,6/23/2008
339,915,6/18/2008
339,1127,11/20/2007
339,2564,11/21/2007
339,2782,10/3/2007
339,2793,3/10/2008
339,3988,2/13/2008
339,4258,10/19/2007
339,4307,2/20/2008
339,4570,1/19/2008
339,4807,10/5/2007
340,717,2/26/2008
340,3749,6/29/2008
340,3889,6/30/2008
340,4320,11/7/2007
340,4622,2/19/2008
340,465,4/11/2008
340,60,2/24/2008
340,909,2/14/2008
340,3568,3/28/2008
340,3262,11/27/2007
340,47,6/26/2008
340,4514,1/5/2008
340,2390,6/23/2008
340,3426,3/10/2008
341,1524,6/20/2008
341,2089,2/2/2008
341,3189,5/4/2008
341,3600,1/15/2008
341,3634,5/18/2008
341,3938,10/9/2007
341,3969,11/2/2007
341,4717,1/8/2008
341,4720,4/26/2008
342,984,12/7/2007
342,1819,1/25/2008
342,1893,5/29/2008
342,2610,12/25/2007
342,4135,3/20/2008
342,3790,12/11/2007
342,1723,6/28/2008
343,1,6/4/2009
343,470,10/26/2008
343,2227,6/7/2009
343,3751,2/1/2009
343,3910,5/26/2009
343,223,6/3/2009
343,3427,11/27/2008
343,4629,1/7/2009
343,3212,12/15/2008
343,3237,5/7/2009
343,886,3/10/2009
343,4442,3/19/2009
344,44,4/6/2009
344,314,6/6/2009
344,847,12/12/2008
344,1539,2/25/2009
344,3582,11/18/2008
344,3942,10/15/2008
344,2350,10/9/2008
344,4717,12/12/2008
344,1146,2/12/2009
344,723,3/27/2009
344,4216,4/6/2009
345,54,11/16/2008
345,1134,3/18/2009
345,1808,10/10/2008
345,2319,2/20/2009
345,2475,2/9/2009
345,3318,1/7/2009
345,3638,4/28/2009
345,4259,11/6/2008
345,3516,2/15/2009
345,43,2/26/2009
345,2492,6/1/2009
345,2977,4/24/2009
345,628,2/3/2009
345,4701,2/1/2009
346,529,6/5/2009
346,561,2/21/2009
346,610,5/9/2009
346,1314,7/1/2009
346,1385,12/16/2008
346,1433,4/29/2009
346,1447,12/20/2008
346,3776,12/1/2008
346,4336,12/17/2008
346,341,1/12/2009
346,3720,11/9/2008
347,41,5/30/2009
347,258,11/23/2008
347,295,10/21/2008
347,1310,11/14/2008
347,1758,11/8/2008
347,1822,5/26/2009
347,2356,4/19/2009
347,2608,2/19/2009
347,2847,3/30/2009
347,3103,6/19/2009
347,3517,3/22/2009
347,4444,1/2/2009
348,660,6/20/2009
348,2511,10/24/2008
348,2593,11/29/2008
348,3065,3/28/2009
348,3177,10/17/2008
348,4331,1/14/2009
349,955,4/8/2009
349,1209,11/19/2008
349,4544,2/27/2009
349,4771,4/16/2009
349,3707,12/18/2008
349,3596,2/12/2009
349,4471,1/18/2009
350,132,5/25/2009
350,3300,10/31/2008
350,3390,5/2/2009
350,4304,6/6/2009
350,4575,2/20/2009
350,2483,12/4/2008
350,2453,2/5/2009
350,3437,6/14/2009
350,2316,5/25/2009
350,2368,11/21/2008
351,93,2/15/2009
351,518,12/15/2008
351,797,12/22/2008
351,1357,2/23/2009
351,2032,3/14/2009
351,2126,11/16/2008
351,2950,4/9/2009
351,3485,1/5/2009
351,4419,4/29/2009
352,829,2/11/2009
352,866,11/3/2008
352,1334,5/11/2009
352,2626,6/21/2009
352,4584,10/25/2008
352,1806,5/31/2009
352,2521,3/26/2009
352,3054,1/4/2009
352,714,6/16/2009
352,4504,11/29/2008
352,3922,10/21/2008
352,1690,10/10/2008
353,1155,5/19/2009
353,1564,1/26/2009
353,1820,10/31/2008
353,2215,5/24/2009
353,3392,1/20/2009
353,4007,6/25/2009
353,2274,1/4/2009
354,37,5/10/2009
354,463,10/6/2008
354,1465,5/21/2009
354,1478,1/8/2009
354,1957,11/1/2008
354,4396,10/28/2008
354,4739,5/27/2009
354,4860,10/15/2008
354,2296,4/10/2009
354,38,4/25/2009
354,1997,4/13/2009
354,3130,6/28/2009
355,922,5/27/2009
355,3118,6/5/2009
355,4514,5/25/2009
355,1556,5/23/2009
355,822,2/10/2009
355,605,4/26/2009
355,3817,6/29/2009
355,1975,2/26/2009
355,794,2/6/2009
355,2904,1/8/2009
356,2309,3/14/2009
356,2752,10/26/2008
356,3584,3/5/2009
356,3586,5/31/2009
356,4519,4/4/2009
356,1915,1/27/2009
356,403,1/27/2009
356,987,6/14/2009
356,1605,4/8/2009
356,1634,12/3/2008
356,4660,3/2/2009
356,2362,2/17/2009
356,4243,5/28/2009
356,4713,4/22/2009
356,2137,4/5/2009
357,39,11/21/2008
357,1610,11/24/2008
357,1632,2/23/2009
357,2897,5/26/2009
357,3331,5/24/2009
357,2725,6/27/2009
357,748,1/15/2009
357,749,12/9/2008
357,3274,4/24/2009
357,3543,2/19/2009
357,515,3/18/2009
357,3805,12/14/2008
357,2739,4/29/2009
357,1683,5/17/2009
357,3789,4/11/2009
358,690,1/7/2009
358,998,4/15/2009
358,2807,11/11/2008
358,2873,3/15/2009
358,2920,11/3/2008
358,4123,4/30/2009
358,4706,5/31/2009
358,4750,6/7/2009
358,3280,12/8/2008
358,284,6/8/2009
359,918,2/7/2009
359,3094,4/11/2009
359,3299,1/30/2009
359,3455,11/29/2008
359,3482,10/4/2008
359,3558,5/7/2009
359,4784,6/2/2009
359,3333,12/10/2008
